"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session","PM.lenient","condition","baseline_valence","baseline_arousa","valence_after_ind","arousal_after_ind","valence_after_PM","arousal_after_PM","valence_bef_after_ind","arousal_bef_after_ind","arousal_bef_after_PM","valence_bef_after_PM","recognition","agegroup","cond","OT_task_only","OT_task_PM","OT_task_only_rt","OT_task_PM_rt","PM_cost","c_tcaq","tcaq_g","MOCA"
"detail","h","PM cue","",NA,NA,NA,"","[0.6837283999921056]","['l']",0,NA,2,2,0,"Neutral",80.5,78.5,80,86,74,81,-0.5,7.5,2.5,-6.5,1,1,"Neutral",0.85,0.864864864864865,0.666285697500643,0.814807801388775,0.148522103888131,42,63,NA
"village","h","PM cue","",NA,NA,NA,"","[0.7005777999875136]","['l']",0,NA,2,2,0,"Neutral",80.5,78.5,80,86,74,81,-0.5,7.5,2.5,-6.5,1,1,"Neutral",0.85,0.864864864864865,0.666285697500643,0.814807801388775,0.148522103888131,42,63,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.5005453999910969, 2.866983399988385]","['l', 'h']",0,NA,2,2,1,"Neutral",80.5,78.5,80,86,74,81,-0.5,7.5,2.5,-6.5,1,1,"Neutral",0.85,0.864864864864865,0.666285697500643,0.814807801388775,0.148522103888131,42,63,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.5337421000003815]","['h']",1,NA,2,2,1,"Neutral",80.5,78.5,80,86,74,81,-0.5,7.5,2.5,-6.5,1,1,"Neutral",0.85,0.864864864864865,0.666285697500643,0.814807801388775,0.148522103888131,42,63,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.2670365999947535]","['h']",1,NA,2,2,1,"Neutral",80.5,78.5,80,86,74,81,-0.5,7.5,2.5,-6.5,1,1,"Neutral",0.85,0.864864864864865,0.666285697500643,0.814807801388775,0.148522103888131,42,63,NA
"village","h","PM cue","",NA,NA,NA,"","[1.8340691000048537]","['h']",1,NA,2,2,1,"Neutral",80.5,78.5,80,86,74,81,-0.5,7.5,2.5,-6.5,1,1,"Neutral",0.85,0.864864864864865,0.666285697500643,0.814807801388775,0.148522103888131,42,63,NA
"detail","h","PM cue","",NA,NA,NA,"","[0.4838772998191416, 1.7002971000038087, 2.7004169998690486]","['l', 'd', 'h']",0,NA,20,2,1,"Neutral",86,45.5,61,69,61,50,-25,23.5,4.5,-25,1,1,"Neutral",0.9,0.851351351351351,0.706685497483704,0.73678873286085,0.0301032353771455,38,81,NA
"village","h","PM cue","",NA,NA,NA,"","[0.5172343999147415, 2.2670324998907745, 2.367064599879086, 2.6669025998562574]","['l', 'd', 'h', 'h']",0,NA,20,2,1,"Neutral",86,45.5,61,69,61,50,-25,23.5,4.5,-25,1,1,"Neutral",0.9,0.851351351351351,0.706685497483704,0.73678873286085,0.0301032353771455,38,81,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.9671985001768917]","['l']",0,NA,20,2,0,"Neutral",86,45.5,61,69,61,50,-25,23.5,4.5,-25,1,1,"Neutral",0.9,0.851351351351351,0.706685497483704,0.73678873286085,0.0301032353771455,38,81,NA
"detail","h","PM cue","",NA,NA,NA,"","[0.8174047998618335]","['l']",0,NA,20,2,0,"Neutral",86,45.5,61,69,61,50,-25,23.5,4.5,-25,1,1,"Neutral",0.9,0.851351351351351,0.706685497483704,0.73678873286085,0.0301032353771455,38,81,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.6003856998868287]","['l']",0,NA,20,2,0,"Neutral",86,45.5,61,69,61,50,-25,23.5,4.5,-25,1,1,"Neutral",0.9,0.851351351351351,0.706685497483704,0.73678873286085,0.0301032353771455,38,81,NA
"village","h","PM cue","",NA,NA,NA,"","[1.2839838000945747]","['h']",1,NA,20,2,1,"Neutral",86,45.5,61,69,61,50,-25,23.5,4.5,-25,1,1,"Neutral",0.9,0.851351351351351,0.706685497483704,0.73678873286085,0.0301032353771455,38,81,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.400796900037676, 2.0172163997776806]","['h', 'l']",1,NA,21,3,1,"Neutral",52,81,51,70,51,67,-1,-11,-14,-1,1,1,"Neutral",0.975,0.959459459459459,0.646294274972752,0.673301413680797,0.0270071387080451,39,89,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.2837123996578157, 1.7670237999409437]","['h', 'l']",1,NA,21,3,1,"Neutral",52,81,51,70,51,67,-1,-11,-14,-1,1,1,"Neutral",0.975,0.959459459459459,0.646294274972752,0.673301413680797,0.0270071387080451,39,89,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.48373520001769066]","['l']",0,NA,21,3,0,"Neutral",52,81,51,70,51,67,-1,-11,-14,-1,1,1,"Neutral",0.975,0.959459459459459,0.646294274972752,0.673301413680797,0.0270071387080451,39,89,NA
"wagon","h","PM cue","",NA,NA,NA,"","[0.8503537001088262, 1.4333537998609245]","['l', 'h']",0,NA,21,3,1,"Neutral",52,81,51,70,51,67,-1,-11,-14,-1,1,1,"Neutral",0.975,0.959459459459459,0.646294274972752,0.673301413680797,0.0270071387080451,39,89,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.5836279997602105, 1.6668742997571826]","['l', 'h']",0,NA,21,3,1,"Neutral",52,81,51,70,51,67,-1,-11,-14,-1,1,1,"Neutral",0.975,0.959459459459459,0.646294274972752,0.673301413680797,0.0270071387080451,39,89,NA
"teacher","h","PM cue","",NA,NA,NA,"","[0.6174292997457087, 1.8673017998225987]","['l', 'h']",0,NA,21,3,1,"Neutral",52,81,51,70,51,67,-1,-11,-14,-1,1,1,"Neutral",0.975,0.959459459459459,0.646294274972752,0.673301413680797,0.0270071387080451,39,89,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.3670353000052273]","['l']",0,NA,23,1,0,"Neutral",56.5,40,67,40,47,38,10.5,0,-2,-9.5,0,1,"Neutral",1,0.986486486486487,0.743462732501212,0.877055340539349,0.133592608038138,51,89,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.7340627999510616]","['l']",0,NA,23,1,0,"Neutral",56.5,40,67,40,47,38,10.5,0,-2,-9.5,0,1,"Neutral",1,0.986486486486487,0.743462732501212,0.877055340539349,0.133592608038138,51,89,NA
"event","h","PM cue","",NA,NA,NA,"","[1.616764699923806]","['h']",1,NA,23,1,1,"Neutral",56.5,40,67,40,47,38,10.5,0,-2,-9.5,0,1,"Neutral",1,0.986486486486487,0.743462732501212,0.877055340539349,0.133592608038138,51,89,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.9174372999696061]","['l']",0,NA,23,1,0,"Neutral",56.5,40,67,40,47,38,10.5,0,-2,-9.5,0,1,"Neutral",1,0.986486486486487,0.743462732501212,0.877055340539349,0.133592608038138,51,89,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.484052599989809]","['h']",1,NA,23,1,1,"Neutral",56.5,40,67,40,47,38,10.5,0,-2,-9.5,0,1,"Neutral",1,0.986486486486487,0.743462732501212,0.877055340539349,0.133592608038138,51,89,NA
"event","h","PM cue","",NA,NA,NA,"","[1.3835847000591457]","['h']",1,NA,23,1,1,"Neutral",56.5,40,67,40,47,38,10.5,0,-2,-9.5,0,1,"Neutral",1,0.986486486486487,0.743462732501212,0.877055340539349,0.133592608038138,51,89,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.1838382999412715]","['h']",1,NA,24,1,1,"Neutral",66,49.5,72,49,72,50,6,-0.5,0.5,6,1,1,"Neutral",1,0.972972972972973,0.771304074994987,0.884737941085629,0.113433866090642,40,86,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.7339664000319317]","['h']",1,NA,24,1,1,"Neutral",66,49.5,72,49,72,50,6,-0.5,0.5,6,1,1,"Neutral",1,0.972972972972973,0.771304074994987,0.884737941085629,0.113433866090642,40,86,NA
"event","h","PM cue","",NA,NA,NA,"","[0.9836597999092191]","['l']",0,NA,24,1,0,"Neutral",66,49.5,72,49,72,50,6,-0.5,0.5,6,1,1,"Neutral",1,0.972972972972973,0.771304074994987,0.884737941085629,0.113433866090642,40,86,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.7675623999675736]","['d']",0,NA,24,1,0,"Neutral",66,49.5,72,49,72,50,6,-0.5,0.5,6,1,1,"Neutral",1,0.972972972972973,0.771304074994987,0.884737941085629,0.113433866090642,40,86,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.1171576000051573]","['h']",1,NA,24,1,1,"Neutral",66,49.5,72,49,72,50,6,-0.5,0.5,6,1,1,"Neutral",1,0.972972972972973,0.771304074994987,0.884737941085629,0.113433866090642,40,86,NA
"event","h","PM cue","",NA,NA,NA,"","[1.1673895999556407]","['h']",1,NA,24,1,1,"Neutral",66,49.5,72,49,72,50,6,-0.5,0.5,6,1,1,"Neutral",1,0.972972972972973,0.771304074994987,0.884737941085629,0.113433866090642,40,86,NA
"wagon","h","PM cue","",NA,NA,NA,"","[0.9840023000724614]","['h']",1,NA,25,3,1,"Neutral",44.5,36,52,71,51,62,7.5,35,26,6.5,1,1,"Neutral",1,0.986486486486487,0.850082467461471,0.806741027023039,-0.0433414404384314,72,101,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.0007584998384118]","['h']",1,NA,25,3,1,"Neutral",44.5,36,52,71,51,62,7.5,35,26,6.5,1,1,"Neutral",1,0.986486486486487,0.850082467461471,0.806741027023039,-0.0433414404384314,72,101,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.8172654001973569]","['h']",1,NA,25,3,1,"Neutral",44.5,36,52,71,51,62,7.5,35,26,6.5,1,1,"Neutral",1,0.986486486486487,0.850082467461471,0.806741027023039,-0.0433414404384314,72,101,NA
"wagon","h","PM cue","",NA,NA,NA,"","[0.9173276000656188]","['h']",1,NA,25,3,1,"Neutral",44.5,36,52,71,51,62,7.5,35,26,6.5,1,1,"Neutral",1,0.986486486486487,0.850082467461471,0.806741027023039,-0.0433414404384314,72,101,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.7504282998852432]","['h']",1,NA,25,3,1,"Neutral",44.5,36,52,71,51,62,7.5,35,26,6.5,1,1,"Neutral",1,0.986486486486487,0.850082467461471,0.806741027023039,-0.0433414404384314,72,101,NA
"teacher","h","PM cue","",NA,NA,NA,"","[0.8838341999799013]","['h']",1,NA,25,3,1,"Neutral",44.5,36,52,71,51,62,7.5,35,26,6.5,1,1,"Neutral",1,0.986486486486487,0.850082467461471,0.806741027023039,-0.0433414404384314,72,101,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.2493176001589745, 1.7001499000471085]","['d', 'h']",0,NA,26,2,1,"Neutral",48.5,100,51,100,50,100,2.5,0,0,1.5,1,1,"Neutral",0.975,0.878378378378378,0.942203314974904,1.04799490946509,0.105791594490182,50,92,NA
"village","h","PM cue","",NA,NA,NA,"","[0.9335922999307513]","['h']",1,NA,26,2,1,"Neutral",48.5,100,51,100,50,100,2.5,0,0,1.5,1,1,"Neutral",0.975,0.878378378378378,0.942203314974904,1.04799490946509,0.105791594490182,50,92,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.8007906000129879]","['h']",1,NA,26,2,1,"Neutral",48.5,100,51,100,50,100,2.5,0,0,1.5,1,1,"Neutral",0.975,0.878378378378378,0.942203314974904,1.04799490946509,0.105791594490182,50,92,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.0672510999720544]","['h']",1,NA,26,2,1,"Neutral",48.5,100,51,100,50,100,2.5,0,0,1.5,1,1,"Neutral",0.975,0.878378378378378,0.942203314974904,1.04799490946509,0.105791594490182,50,92,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.7505180998705328]","['h']",1,NA,26,2,1,"Neutral",48.5,100,51,100,50,100,2.5,0,0,1.5,1,1,"Neutral",0.975,0.878378378378378,0.942203314974904,1.04799490946509,0.105791594490182,50,92,NA
"village","h","PM cue","",NA,NA,NA,"","[1.583333200076595]","['h']",1,NA,26,2,1,"Neutral",48.5,100,51,100,50,100,2.5,0,0,1.5,1,1,"Neutral",0.975,0.878378378378378,0.942203314974904,1.04799490946509,0.105791594490182,50,92,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.3005217998288572]","['h']",1,NA,27,3,1,"Neutral",20,34.5,24,39,26,40,4,4.5,5.5,6,1,1,"Neutral",0.95,0.932432432432432,0.477675941032477,0.690227534764239,0.212551593731762,50,78,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.3340459000319242]","['h']",1,NA,27,3,1,"Neutral",20,34.5,24,39,26,40,4,4.5,5.5,6,0,1,"Neutral",0.95,0.932432432432432,0.477675941032477,0.690227534764239,0.212551593731762,50,78,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.1504192003048956]","['l']",0,NA,27,3,0,"Neutral",20,34.5,24,39,26,40,4,4.5,5.5,6,0,1,"Neutral",0.95,0.932432432432432,0.477675941032477,0.690227534764239,0.212551593731762,50,78,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.5667995000258088]","['h']",1,NA,27,3,1,"Neutral",20,34.5,24,39,26,40,4,4.5,5.5,6,1,1,"Neutral",0.95,0.932432432432432,0.477675941032477,0.690227534764239,0.212551593731762,50,78,NA
"curious","h","PM cue","",NA,NA,NA,"","[2.5669745998457074]","['h']",1,NA,27,3,1,"Neutral",20,34.5,24,39,26,40,4,4.5,5.5,6,0,1,"Neutral",0.95,0.932432432432432,0.477675941032477,0.690227534764239,0.212551593731762,50,78,NA
"teacher","h","PM cue","",NA,NA,NA,"","[0.5002367999404669, 1.8171961000189185]","['l', 'h']",0,NA,27,3,1,"Neutral",20,34.5,24,39,26,40,4,4.5,5.5,6,0,1,"Neutral",0.95,0.932432432432432,0.477675941032477,0.690227534764239,0.212551593731762,50,78,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.450409400044009]","['h']",1,NA,28,2,1,"Neutral",76,60.5,69,85,68,63,-7,24.5,2.5,-8,1,1,"Neutral",1,1,0.731323560007149,0.931019645936259,0.199696085929109,47,69,NA
"village","h","PM cue","",NA,NA,NA,"","[1.2670954000204802]","['h']",1,NA,28,2,1,"Neutral",76,60.5,69,85,68,63,-7,24.5,2.5,-8,1,1,"Neutral",1,1,0.731323560007149,0.931019645936259,0.199696085929109,47,69,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.6669093000236899]","['h']",1,NA,28,2,1,"Neutral",76,60.5,69,85,68,63,-7,24.5,2.5,-8,1,1,"Neutral",1,1,0.731323560007149,0.931019645936259,0.199696085929109,47,69,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.0671594000887126]","['h']",1,NA,28,2,1,"Neutral",76,60.5,69,85,68,63,-7,24.5,2.5,-8,1,1,"Neutral",1,1,0.731323560007149,0.931019645936259,0.199696085929109,47,69,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.1674091999884695]","['h']",1,NA,28,2,1,"Neutral",76,60.5,69,85,68,63,-7,24.5,2.5,-8,1,1,"Neutral",1,1,0.731323560007149,0.931019645936259,0.199696085929109,47,69,NA
"village","h","PM cue","",NA,NA,NA,"","[1.2675576000474393]","['h']",1,NA,28,2,1,"Neutral",76,60.5,69,85,68,63,-7,24.5,2.5,-8,1,1,"Neutral",1,1,0.731323560007149,0.931019645936259,0.199696085929109,47,69,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.0671233001630753]","['h']",1,NA,29,1,1,"Neutral",60.5,55,41,36,57,60,-19.5,-19,5,-3.5,1,1,"Neutral",0.8,0.783783783783784,0.745956772513455,0.84588433836574,0.0999275658522853,40,78,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.7670157998800278]","['h']",1,NA,29,1,1,"Neutral",60.5,55,41,36,57,60,-19.5,-19,5,-3.5,1,1,"Neutral",0.8,0.783783783783784,0.745956772513455,0.84588433836574,0.0999275658522853,40,78,NA
"event","h","PM cue","",NA,NA,NA,"","[0.8506886998657137]","['h']",1,NA,29,1,1,"Neutral",60.5,55,41,36,57,60,-19.5,-19,5,-3.5,1,1,"Neutral",0.8,0.783783783783784,0.745956772513455,0.84588433836574,0.0999275658522853,40,78,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.9173920000903308]","['h']",1,NA,29,1,1,"Neutral",60.5,55,41,36,57,60,-19.5,-19,5,-3.5,1,1,"Neutral",0.8,0.783783783783784,0.745956772513455,0.84588433836574,0.0999275658522853,40,78,NA
"bottle","h","PM cue","",NA,NA,NA,"","[0.9674370000138879]","['h']",1,NA,29,1,1,"Neutral",60.5,55,41,36,57,60,-19.5,-19,5,-3.5,1,1,"Neutral",0.8,0.783783783783784,0.745956772513455,0.84588433836574,0.0999275658522853,40,78,NA
"event","h","PM cue","",NA,NA,NA,"","[0.767146100057289]","['h']",1,NA,29,1,1,"Neutral",60.5,55,41,36,57,60,-19.5,-19,5,-3.5,1,1,"Neutral",0.8,0.783783783783784,0.745956772513455,0.84588433836574,0.0999275658522853,40,78,NA
"wagon","h","PM cue","",NA,NA,NA,"","[0.5004349999362603, 2.166730299941264]","['l', 'h']",0,NA,3,3,1,"Neutral",76.5,65,78,80,77,72,1.5,15,7,0.5,1,1,"Neutral",0.975,0.986486486486487,0.704640920000384,0.781985329733092,0.0773444097327082,38,58,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.4499972000485286]","['l']",0,NA,3,3,0,"Neutral",76.5,65,78,80,77,72,1.5,15,7,0.5,1,1,"Neutral",0.975,0.986486486486487,0.704640920000384,0.781985329733092,0.0773444097327082,38,58,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.2170544000109658]","['h']",1,NA,3,3,1,"Neutral",76.5,65,78,80,77,72,1.5,15,7,0.5,1,1,"Neutral",0.975,0.986486486486487,0.704640920000384,0.781985329733092,0.0773444097327082,38,58,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.4837624999927357]","['h']",1,NA,3,3,1,"Neutral",76.5,65,78,80,77,72,1.5,15,7,0.5,1,1,"Neutral",0.975,0.986486486486487,0.704640920000384,0.781985329733092,0.0773444097327082,38,58,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.7003596000140533]","['h']",1,NA,3,3,1,"Neutral",76.5,65,78,80,77,72,1.5,15,7,0.5,1,1,"Neutral",0.975,0.986486486486487,0.704640920000384,0.781985329733092,0.0773444097327082,38,58,NA
"teacher","h","PM cue","",NA,NA,NA,"","[0.7002266000490636]","['l']",0,NA,3,3,0,"Neutral",76.5,65,78,80,77,72,1.5,15,7,0.5,1,1,"Neutral",0.975,0.986486486486487,0.704640920000384,0.781985329733092,0.0773444097327082,38,58,NA
"bottle","h","PM cue","",NA,NA,NA,"","[0.4507556001190096, 1.0005646001081914, 2.433810600079596]","['l', 'd', 'h']",0,NA,30,1,1,"Neutral",75,35,82,69,57,92,7,34,57,-18,1,1,"Neutral",1,0.972972972972973,0.601325969974278,0.660152686300547,0.0588267163262696,19,98,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.6170838000252843]","['h']",1,NA,30,1,1,"Neutral",75,35,82,69,57,92,7,34,57,-18,1,1,"Neutral",1,0.972972972972973,0.601325969974278,0.660152686300547,0.0588267163262696,19,98,NA
"event","h","PM cue","",NA,NA,NA,"","[1.017360399942845]","['h']",1,NA,30,1,1,"Neutral",75,35,82,69,57,92,7,34,57,-18,1,1,"Neutral",1,0.972972972972973,0.601325969974278,0.660152686300547,0.0588267163262696,19,98,NA
"writer","h","PM cue","",NA,NA,NA,"","[0.6673973000142723]","['h']",1,NA,30,1,1,"Neutral",75,35,82,69,57,92,7,34,57,-18,1,1,"Neutral",1,0.972972972972973,0.601325969974278,0.660152686300547,0.0588267163262696,19,98,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.1008768000174314]","['h']",1,NA,30,1,1,"Neutral",75,35,82,69,57,92,7,34,57,-18,1,1,"Neutral",1,0.972972972972973,0.601325969974278,0.660152686300547,0.0588267163262696,19,98,NA
"event","h","PM cue","",NA,NA,NA,"","[0.8838391997851431]","['h']",1,NA,30,1,1,"Neutral",75,35,82,69,57,92,7,34,57,-18,1,1,"Neutral",1,0.972972972972973,0.601325969974278,0.660152686300547,0.0588267163262696,19,98,NA
"wagon","h","PM cue","",NA,NA,NA,"","[0.8671574000036344, 1.9169289999990724]","['d', 'h']",0,NA,31,1,1,"Neutral",53.5,83,66,90,51,67,12.5,7,-16,-2.5,0,1,"Neutral",0.925,0.824324324324324,0.912593185001606,1.30667276087215,0.394079575870548,55,70,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.9337526999879628]","['h']",1,NA,31,1,1,"Neutral",53.5,83,66,90,51,67,12.5,7,-16,-2.5,1,1,"Neutral",0.925,0.824324324324324,0.912593185001606,1.30667276087215,0.394079575870548,55,70,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.2674494000093546]","['l']",0,NA,31,1,0,"Neutral",53.5,83,66,90,51,67,12.5,7,-16,-2.5,0,1,"Neutral",0.925,0.824324324324324,0.912593185001606,1.30667276087215,0.394079575870548,55,70,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.3337436000001617]","['h']",1,NA,31,1,1,"Neutral",53.5,83,66,90,51,67,12.5,7,-16,-2.5,0,1,"Neutral",0.925,0.824324324324324,0.912593185001606,1.30667276087215,0.394079575870548,55,70,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.9503487999900244]","['d']",0,NA,31,1,0,"Neutral",53.5,83,66,90,51,67,12.5,7,-16,-2.5,0,1,"Neutral",0.925,0.824324324324324,0.912593185001606,1.30667276087215,0.394079575870548,55,70,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.1336753999930806]","['h']",1,NA,31,1,1,"Neutral",53.5,83,66,90,51,67,12.5,7,-16,-2.5,1,1,"Neutral",0.925,0.824324324324324,0.912593185001606,1.30667276087215,0.394079575870548,55,70,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.5667057000100613]","['l']",0,NA,32,1,0,"Neutral",52,39,61,41,57,43,9,2,4,5,1,1,"Neutral",0.875,0.918918918918919,0.830074804992182,1.04451697806458,0.214442173072395,63,79,NA
"village","h","PM cue","",NA,NA,NA,"","[0.6509509000461549, 2.2339620999991894]","['l', 'h']",0,NA,32,1,1,"Neutral",52,39,61,41,57,43,9,2,4,5,1,1,"Neutral",0.875,0.918918918918919,0.830074804992182,1.04451697806458,0.214442173072395,63,79,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.7668353000190109]","['l']",0,NA,32,1,0,"Neutral",52,39,61,41,57,43,9,2,4,5,1,1,"Neutral",0.875,0.918918918918919,0.830074804992182,1.04451697806458,0.214442173072395,63,79,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.4503426000010222, 2.2005016000475734]","['l', 'h']",0,NA,32,1,1,"Neutral",52,39,61,41,57,43,9,2,4,5,1,1,"Neutral",0.875,0.918918918918919,0.830074804992182,1.04451697806458,0.214442173072395,63,79,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.0172631000168622]","['l']",0,NA,32,1,0,"Neutral",52,39,61,41,57,43,9,2,4,5,1,1,"Neutral",0.875,0.918918918918919,0.830074804992182,1.04451697806458,0.214442173072395,63,79,NA
"village","h","PM cue","",NA,NA,NA,"","[1.4171365001238883, 2.2502688001841307]","['l', 'h']",0,NA,32,1,1,"Neutral",52,39,61,41,57,43,9,2,4,5,1,1,"Neutral",0.875,0.918918918918919,0.830074804992182,1.04451697806458,0.214442173072395,63,79,NA
"wagon","h","PM cue","",NA,NA,NA,"","[1.0840574000030756]","['h']",1,NA,33,1,1,"Neutral",83,20.5,81,34,68,28,-2,13.5,7.5,-15,1,1,"Neutral",0.8,0.810810810810811,0.858364850003272,0.922620479450465,0.0642556294471931,55,83,NA
"teacher","h","PM cue","",NA,NA,NA,"","[1.3836343999719247]","['h']",1,NA,33,1,1,"Neutral",83,20.5,81,34,68,28,-2,13.5,7.5,-15,1,1,"Neutral",0.8,0.810810810810811,0.858364850003272,0.922620479450465,0.0642556294471931,55,83,NA
"curious","h","PM cue","",NA,NA,NA,"","[1.6836153999902308]","['l']",0,NA,33,1,0,"Neutral",83,20.5,81,34,68,28,-2,13.5,7.5,-15,0,1,"Neutral",0.8,0.810810810810811,0.858364850003272,0.922620479450465,0.0642556294471931,55,83,NA
"wagon","h","PM cue","",NA,NA,NA,"","[0.8012909999815747]","['h']",1,NA,33,1,1,"Neutral",83,20.5,81,34,68,28,-2,13.5,7.5,-15,1,1,"Neutral",0.8,0.810810810810811,0.858364850003272,0.922620479450465,0.0642556294471931,55,83,NA
"curious","h","PM cue","",NA,NA,NA,"","[0.717165699985344]","['h']",1,NA,33,1,1,"Neutral",83,20.5,81,34,68,28,-2,13.5,7.5,-15,0,1,"Neutral",0.8,0.810810810810811,0.858364850003272,0.922620479450465,0.0642556294471931,55,83,NA
"teacher","h","PM cue","",NA,NA,NA,"","[0.833741899987217]","['h']",1,NA,33,1,1,"Neutral",83,20.5,81,34,68,28,-2,13.5,7.5,-15,1,1,"Neutral",0.8,0.810810810810811,0.858364850003272,0.922620479450465,0.0642556294471931,55,83,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.2007305999286473]","['h']",1,NA,34,1,1,"Neutral",60.5,92.5,59,90,51,91,-1.5,-2.5,-1.5,-9.5,1,1,"Neutral",0.975,0.905405405405405,0.74541086248355,0.794163793265643,0.0487529307820935,62,75,NA
"village","h","PM cue","",NA,NA,NA,"","[1.5673195000272244]","['h']",1,NA,34,1,1,"Neutral",60.5,92.5,59,90,51,91,-1.5,-2.5,-1.5,-9.5,1,1,"Neutral",0.975,0.905405405405405,0.74541086248355,0.794163793265643,0.0487529307820935,62,75,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.3337454998400062]","['h']",1,NA,34,1,1,"Neutral",60.5,92.5,59,90,51,91,-1.5,-2.5,-1.5,-9.5,1,1,"Neutral",0.975,0.905405405405405,0.74541086248355,0.794163793265643,0.0487529307820935,62,75,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.3170801000669599]","['h']",1,NA,34,1,1,"Neutral",60.5,92.5,59,90,51,91,-1.5,-2.5,-1.5,-9.5,1,1,"Neutral",0.975,0.905405405405405,0.74541086248355,0.794163793265643,0.0487529307820935,62,75,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.6005323000717908]","['l']",0,NA,34,1,0,"Neutral",60.5,92.5,59,90,51,91,-1.5,-2.5,-1.5,-9.5,1,1,"Neutral",0.975,0.905405405405405,0.74541086248355,0.794163793265643,0.0487529307820935,62,75,NA
"village","h","PM cue","",NA,NA,NA,"","[1.367144800024107]","['h']",1,NA,34,1,1,"Neutral",60.5,92.5,59,90,51,91,-1.5,-2.5,-1.5,-9.5,1,1,"Neutral",0.975,0.905405405405405,0.74541086248355,0.794163793265643,0.0487529307820935,62,75,NA
"bottle","h","PM cue","",NA,NA,NA,"","[2.3001977999228984]","['l']",0,NA,35,1,0,"Neutral",81.5,69.5,80,80,82,99,-1.5,10.5,29.5,0.5,1,1,"Neutral",0.975,0.972972972972973,0.812852917483542,1.17272769726098,0.359874779777442,41,81,NA
"writer","h","PM cue","",NA,NA,NA,"","[2.267289400100708]","['h']",1,NA,35,1,1,"Neutral",81.5,69.5,80,80,82,99,-1.5,10.5,29.5,0.5,1,1,"Neutral",0.975,0.972972972972973,0.812852917483542,1.17272769726098,0.359874779777442,41,81,NA
"event","h","PM cue","",NA,NA,NA,"","[1.6838215000461787, 2.1838317001238465]","['l', 'h']",0,NA,35,1,1,"Neutral",81.5,69.5,80,80,82,99,-1.5,10.5,29.5,0.5,1,1,"Neutral",0.975,0.972972972972973,0.812852917483542,1.17272769726098,0.359874779777442,41,81,NA
