"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session","PM.lenient","condition","baseline_valence","baseline_arousa","valence_after_ind","arousal_after_ind","valence_after_PM","arousal_after_PM","valence_bef_after_ind","arousal_bef_after_ind","arousal_bef_after_PM","valence_bef_after_PM","recognition","agegroup","cond","OT_task_only","OT_task_PM","OT_task_only_rt","OT_task_PM_rt","PM_cost","c_tcaq","tcaq_g","MOCA"
"detail","h","PM cue","",NA,NA,NA,"","[1.4005114999890793, 2.9503007999737747]","['d', 'h']",0,NA,1,2,1,"Negative",32,31,21,40,32,34,-11,9,3,0,1,1,"Negative",0.875,0.851351351351351,1.01797675499911,1.06595399999768,0.0479772449985683,44,79,NA
"village","h","PM cue","",NA,NA,NA,"","[1.516897199995583]","['h']",1,NA,1,2,1,"Negative",32,31,21,40,32,34,-11,9,3,0,1,1,"Negative",0.875,0.851351351351351,1.01797675499911,1.06595399999768,0.0479772449985683,44,79,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.3670966000063345]","['h']",1,NA,1,2,1,"Negative",32,31,21,40,32,34,-11,9,3,0,1,1,"Negative",0.875,0.851351351351351,1.01797675499911,1.06595399999768,0.0479772449985683,44,79,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.7837004000029992]","['h']",1,NA,1,2,1,"Negative",32,31,21,40,32,34,-11,9,3,0,1,1,"Negative",0.875,0.851351351351351,1.01797675499911,1.06595399999768,0.0479772449985683,44,79,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.5335550000017975]","['h']",1,NA,1,2,1,"Negative",32,31,21,40,32,34,-11,9,3,0,1,1,"Negative",0.875,0.851351351351351,1.01797675499911,1.06595399999768,0.0479772449985683,44,79,NA
"village","h","PM cue","",NA,NA,NA,"","[1.350957999995444]","['h']",1,NA,1,2,1,"Negative",32,31,21,40,32,34,-11,9,3,0,1,1,"Negative",0.875,0.851351351351351,1.01797675499911,1.06595399999768,0.0479772449985683,44,79,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.350472099991748]","['l']",0,NA,10,1,0,"Negative",72,66,36,53,41,60,-36,-13,-6,-31,1,1,"Negative",0.775,0.689189189189189,0.930889676925383,1.5057261499992,0.574836473073821,69,93,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.183421299996553]","['d']",0,NA,10,1,0,"Negative",72,66,36,53,41,60,-36,-13,-6,-31,1,1,"Negative",0.775,0.689189189189189,0.930889676925383,1.5057261499992,0.574836473073821,69,93,NA
"event","h","PM cue","",NA,NA,NA,"","[1.8837552000040887]","['d']",0,NA,10,1,0,"Negative",72,66,36,53,41,60,-36,-13,-6,-31,1,1,"Negative",0.775,0.689189189189189,0.930889676925383,1.5057261499992,0.574836473073821,69,93,NA
"writer","h","PM cue","",NA,NA,NA,"","[1.1836149000009755]","['h']",1,NA,10,1,1,"Negative",72,66,36,53,41,60,-36,-13,-6,-31,1,1,"Negative",0.775,0.689189189189189,0.930889676925383,1.5057261499992,0.574836473073821,69,93,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.7007140000059735]","['d']",0,NA,10,1,0,"Negative",72,66,36,53,41,60,-36,-13,-6,-31,1,1,"Negative",0.775,0.689189189189189,0.930889676925383,1.5057261499992,0.574836473073821,69,93,NA
"event","h","PM cue","",NA,NA,NA,"","[1.4504239999951096]","['d']",0,NA,10,1,0,"Negative",72,66,36,53,41,60,-36,-13,-6,-31,1,1,"Negative",0.775,0.689189189189189,0.930889676925383,1.5057261499992,0.574836473073821,69,93,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.8171824999153614]","['h']",1,NA,101,1,1,"Negative",91.5,23,89,21,92,25,-2.5,-2,2,0.5,1,2,"Negative",1,0.972972972972973,0.790998729993589,0.971529845212114,0.180531115218525,33,51,30
"village","h","PM cue","",NA,NA,NA,"","[1.5337017001584172]","['h']",1,NA,101,1,1,"Negative",91.5,23,89,21,92,25,-2.5,-2,2,0.5,1,2,"Negative",1,0.972972972972973,0.790998729993589,0.971529845212114,0.180531115218525,33,51,30
"circle","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,101,1,0,"Negative",91.5,23,89,21,92,25,-2.5,-2,2,0.5,1,2,"Negative",1,0.972972972972973,0.790998729993589,0.971529845212114,0.180531115218525,33,51,30
"detail","h","PM cue","",NA,NA,NA,"","[1.6338625999633223]","['h']",1,NA,101,1,1,"Negative",91.5,23,89,21,92,25,-2.5,-2,2,0.5,1,2,"Negative",1,0.972972972972973,0.790998729993589,0.971529845212114,0.180531115218525,33,51,30
"circle","h","PM cue","",NA,NA,NA,"","[1.1503397999331355]","['h']",1,NA,101,1,1,"Negative",91.5,23,89,21,92,25,-2.5,-2,2,0.5,1,2,"Negative",1,0.972972972972973,0.790998729993589,0.971529845212114,0.180531115218525,33,51,30
"village","h","PM cue","",NA,NA,NA,"","[1.350404999917373]","['h']",1,NA,101,1,1,"Negative",91.5,23,89,21,92,25,-2.5,-2,2,0.5,1,2,"Negative",1,0.972972972972973,0.790998729993589,0.971529845212114,0.180531115218525,33,51,30
"wagon","h","PM cue","",NA,NA,NA,"","[1.4670890999841504]","['h']",1,NA,102,3,1,"Negative",73,38,36,66,34,67,-37,28,29,-39,1,2,"Negative",0.925,0.959459459459459,0.821704364997277,1.06439455138914,0.242690186391863,38,70,28
"teacher","h","PM cue","",NA,NA,NA,"","[0.8328483999939635, 2.900062100001378]","['d', 'h']",0,NA,102,3,1,"Negative",73,38,36,66,34,67,-37,28,29,-39,1,2,"Negative",0.925,0.959459459459459,0.821704364997277,1.06439455138914,0.242690186391863,38,70,28
"curious","h","PM cue","",NA,NA,NA,"","[0.8672409999999218]","['l']",0,NA,102,3,0,"Negative",73,38,36,66,34,67,-37,28,29,-39,1,2,"Negative",0.925,0.959459459459459,0.821704364997277,1.06439455138914,0.242690186391863,38,70,28
"wagon","h","PM cue","",NA,NA,NA,"","[2.0004108999855816]","['h']",1,NA,102,3,1,"Negative",73,38,36,66,34,67,-37,28,29,-39,1,2,"Negative",0.925,0.959459459459459,0.821704364997277,1.06439455138914,0.242690186391863,38,70,28
"curious","h","PM cue","",NA,NA,NA,"","[2.1504331000032835]","['h']",1,NA,102,3,1,"Negative",73,38,36,66,34,67,-37,28,29,-39,1,2,"Negative",0.925,0.959459459459459,0.821704364997277,1.06439455138914,0.242690186391863,38,70,28
"teacher","h","PM cue","",NA,NA,NA,"","[1.4671814999892376, 2.0001410999975633]","['h', 'h']",1,NA,102,3,1,"Negative",73,38,36,66,34,67,-37,28,29,-39,1,2,"Negative",0.925,0.959459459459459,0.821704364997277,1.06439455138914,0.242690186391863,38,70,28
"bottle","h","PM cue","",NA,NA,NA,"","[0.8511509001255035]","['l']",0,NA,100,1,0,"Negative",72.5,49.5,72,50,71,49,-0.5,0.5,-0.5,-1.5,1,2,"Negative",0.85,0.905405405405405,0.99869722998701,1.21398925972365,0.215292029736641,43,58,28
"writer","h","PM cue","",NA,NA,NA,"","[2.3839008000213653]","['h']",1,NA,100,1,1,"Negative",72.5,49.5,72,50,71,49,-0.5,0.5,-0.5,-1.5,1,2,"Negative",0.85,0.905405405405405,0.99869722998701,1.21398925972365,0.215292029736641,43,58,28
"event","h","PM cue","",NA,NA,NA,"","[1.6001835998613387]","['h']",1,NA,100,1,1,"Negative",72.5,49.5,72,50,71,49,-0.5,0.5,-0.5,-1.5,1,2,"Negative",0.85,0.905405405405405,0.99869722998701,1.21398925972365,0.215292029736641,43,58,28
"writer","h","PM cue","",NA,NA,NA,"","[1.40082550002262]","['h']",1,NA,100,1,1,"Negative",72.5,49.5,72,50,71,49,-0.5,0.5,-0.5,-1.5,1,2,"Negative",0.85,0.905405405405405,0.99869722998701,1.21398925972365,0.215292029736641,43,58,28
"bottle","h","PM cue","",NA,NA,NA,"","[1.8334502999205142]","['h']",1,NA,100,1,1,"Negative",72.5,49.5,72,50,71,49,-0.5,0.5,-0.5,-1.5,1,2,"Negative",0.85,0.905405405405405,0.99869722998701,1.21398925972365,0.215292029736641,43,58,28
"event","h","PM cue","",NA,NA,NA,"","[2.417194199981168]","['h']",1,NA,100,1,1,"Negative",72.5,49.5,72,50,71,49,-0.5,0.5,-0.5,-1.5,1,2,"Negative",0.85,0.905405405405405,0.99869722998701,1.21398925972365,0.215292029736641,43,58,28
"bottle","h","PM cue","",NA,NA,NA,"","[0.7674465000163764]","['l']",0,NA,104,1,0,"Negative",83.5,60,33,72,75,49,-50.5,12,-11,-8.5,0,2,"Negative",0.9,0.878378378378378,0.877804717514664,1.02543801232241,0.147633294807747,35,72,30
"writer","h","PM cue","",NA,NA,NA,"","[1.1167647999245673]","['l']",0,NA,104,1,0,"Negative",83.5,60,33,72,75,49,-50.5,12,-11,-8.5,0,2,"Negative",0.9,0.878378378378378,0.877804717514664,1.02543801232241,0.147633294807747,35,72,30
"event","h","PM cue","",NA,NA,NA,"","[0.883887300034985]","['l']",0,NA,104,1,0,"Negative",83.5,60,33,72,75,49,-50.5,12,-11,-8.5,1,2,"Negative",0.9,0.878378378378378,0.877804717514664,1.02543801232241,0.147633294807747,35,72,30
"writer","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,104,1,0,"Negative",83.5,60,33,72,75,49,-50.5,12,-11,-8.5,0,2,"Negative",0.9,0.878378378378378,0.877804717514664,1.02543801232241,0.147633294807747,35,72,30
"bottle","h","PM cue","",NA,NA,NA,"","[1.2669699001125991]","['d']",0,NA,104,1,0,"Negative",83.5,60,33,72,75,49,-50.5,12,-11,-8.5,0,2,"Negative",0.9,0.878378378378378,0.877804717514664,1.02543801232241,0.147633294807747,35,72,30
"event","h","PM cue","",NA,NA,NA,"","[0.8331826999783516]","['d']",0,NA,104,1,0,"Negative",83.5,60,33,72,75,49,-50.5,12,-11,-8.5,1,2,"Negative",0.9,0.878378378378378,0.877804717514664,1.02543801232241,0.147633294807747,35,72,30
"detail","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,105,2,0,"Negative",72,58.5,72,63,71,50,0,4.5,-8.5,-1,0,2,"Negative",1,0.972972972972973,0.829904670002725,1.08897692837825,0.259072258375523,38,67,29
"village","h","PM cue","",NA,NA,NA,"","[2.78315649999422]","['h']",1,NA,105,2,1,"Negative",72,58.5,72,63,71,50,0,4.5,-8.5,-1,1,2,"Negative",1,0.972972972972973,0.829904670002725,1.08897692837825,0.259072258375523,38,67,29
"circle","h","PM cue","",NA,NA,NA,"","[0.5673311999998987]","['l']",0,NA,105,2,0,"Negative",72,58.5,72,63,71,50,0,4.5,-8.5,-1,1,2,"Negative",1,0.972972972972973,0.829904670002725,1.08897692837825,0.259072258375523,38,67,29
"detail","h","PM cue","",NA,NA,NA,"","[0.8335283999913372]","['l']",0,NA,105,2,0,"Negative",72,58.5,72,63,71,50,0,4.5,-8.5,-1,0,2,"Negative",1,0.972972972972973,0.829904670002725,1.08897692837825,0.259072258375523,38,67,29
"circle","h","PM cue","",NA,NA,NA,"","[1.9503756999911275]","['l']",0,NA,105,2,0,"Negative",72,58.5,72,63,71,50,0,4.5,-8.5,-1,1,2,"Negative",1,0.972972972972973,0.829904670002725,1.08897692837825,0.259072258375523,38,67,29
"village","h","PM cue","",NA,NA,NA,"","[1.6338013999920804]","['h']",1,NA,105,2,1,"Negative",72,58.5,72,63,71,50,0,4.5,-8.5,-1,1,2,"Negative",1,0.972972972972973,0.829904670002725,1.08897692837825,0.259072258375523,38,67,29
"wagon","h","PM cue","",NA,NA,NA,"","[1.550200700003188]","['h']",1,NA,106,3,1,"Negative",88,87.5,55,69,70,73,-33,-18.5,-14.5,-18,0,2,"Negative",0.9,0.27027027027027,1.11312165000418,1.27236824090968,0.159246590905505,54,84,28
"teacher","h","PM cue","",NA,NA,NA,"","[1.30046399999992]","['h']",1,NA,106,3,1,"Negative",88,87.5,55,69,70,73,-33,-18.5,-14.5,-18,1,2,"Negative",0.9,0.27027027027027,1.11312165000418,1.27236824090968,0.159246590905505,54,84,28
"curious","h","PM cue","",NA,NA,NA,"","[1.6003998999949545]","['h']",1,NA,106,3,1,"Negative",88,87.5,55,69,70,73,-33,-18.5,-14.5,-18,1,2,"Negative",0.9,0.27027027027027,1.11312165000418,1.27236824090968,0.159246590905505,54,84,28
"wagon","h","PM cue","",NA,NA,NA,"","[1.2169513999833725]","['h']",1,NA,106,3,1,"Negative",88,87.5,55,69,70,73,-33,-18.5,-14.5,-18,0,2,"Negative",0.9,0.27027027027027,1.11312165000418,1.27236824090968,0.159246590905505,54,84,28
"curious","h","PM cue","",NA,NA,NA,"","[1.5004697999975178]","['h']",1,NA,106,3,1,"Negative",88,87.5,55,69,70,73,-33,-18.5,-14.5,-18,1,2,"Negative",0.9,0.27027027027027,1.11312165000418,1.27236824090968,0.159246590905505,54,84,28
"teacher","h","PM cue","",NA,NA,NA,"","[1.1507320000091568]","['h']",1,NA,106,3,1,"Negative",88,87.5,55,69,70,73,-33,-18.5,-14.5,-18,1,2,"Negative",0.9,0.27027027027027,1.11312165000418,1.27236824090968,0.159246590905505,54,84,28
"detail","h","PM cue","",NA,NA,NA,"","[1.2672845000051893]","['h']",1,NA,107,2,1,"Negative",40.5,41.5,27,33,30,28,-13.5,-8.5,-13.5,-10.5,1,2,"Negative",0.85,0.824324324324324,1.11793950000429,1.21961584583268,0.10167634582839,65,61,26
"village","h","PM cue","",NA,NA,NA,"","[1.4003949000034481]","['h']",1,NA,107,2,1,"Negative",40.5,41.5,27,33,30,28,-13.5,-8.5,-13.5,-10.5,1,2,"Negative",0.85,0.824324324324324,1.11793950000429,1.21961584583268,0.10167634582839,65,61,26
"circle","h","PM cue","",NA,NA,NA,"","[0.9171042999951169]","['l']",0,NA,107,2,0,"Negative",40.5,41.5,27,33,30,28,-13.5,-8.5,-13.5,-10.5,0,2,"Negative",0.85,0.824324324324324,1.11793950000429,1.21961584583268,0.10167634582839,65,61,26
"detail","h","PM cue","",NA,NA,NA,"","[1.7503594000008889]","['h']",1,NA,107,2,1,"Negative",40.5,41.5,27,33,30,28,-13.5,-8.5,-13.5,-10.5,1,2,"Negative",0.85,0.824324324324324,1.11793950000429,1.21961584583268,0.10167634582839,65,61,26
"circle","h","PM cue","",NA,NA,NA,"","[1.4171529000159353]","['d']",0,NA,107,2,0,"Negative",40.5,41.5,27,33,30,28,-13.5,-8.5,-13.5,-10.5,0,2,"Negative",0.85,0.824324324324324,1.11793950000429,1.21961584583268,0.10167634582839,65,61,26
"village","h","PM cue","",NA,NA,NA,"","[1.3507124000170734]","['h']",1,NA,107,2,1,"Negative",40.5,41.5,27,33,30,28,-13.5,-8.5,-13.5,-10.5,1,2,"Negative",0.85,0.824324324324324,1.11793950000429,1.21961584583268,0.10167634582839,65,61,26
"wagon","h","PM cue","",NA,NA,NA,"","[1.5339813999889884]","['h']",1,NA,108,3,1,"Negative",72,61,69,50,67,32,-3,-11,-29,-5,0,2,"Negative",0.95,0.945945945945946,0.889212402503472,1.26817829178189,0.378965889278413,44,57,28
"teacher","h","PM cue","",NA,NA,NA,"","[1.2667847000120673]","['h']",1,NA,108,3,1,"Negative",72,61,69,50,67,32,-3,-11,-29,-5,1,2,"Negative",0.95,0.945945945945946,0.889212402503472,1.26817829178189,0.378965889278413,44,57,28
"curious","h","PM cue","",NA,NA,NA,"","[1.2502289999974892]","['h']",1,NA,108,3,1,"Negative",72,61,69,50,67,32,-3,-11,-29,-5,1,2,"Negative",0.95,0.945945945945946,0.889212402503472,1.26817829178189,0.378965889278413,44,57,28
"wagon","h","PM cue","",NA,NA,NA,"","[1.4504806000040844]","['h']",1,NA,108,3,1,"Negative",72,61,69,50,67,32,-3,-11,-29,-5,0,2,"Negative",0.95,0.945945945945946,0.889212402503472,1.26817829178189,0.378965889278413,44,57,28
"curious","h","PM cue","",NA,NA,NA,"","[1.4834179000172298]","['h']",1,NA,108,3,1,"Negative",72,61,69,50,67,32,-3,-11,-29,-5,1,2,"Negative",0.95,0.945945945945946,0.889212402503472,1.26817829178189,0.378965889278413,44,57,28
"teacher","h","PM cue","",NA,NA,NA,"","[1.7836519999837037]","['l']",0,NA,108,3,0,"Negative",72,61,69,50,67,32,-3,-11,-29,-5,1,2,"Negative",0.95,0.945945945945946,0.889212402503472,1.26817829178189,0.378965889278413,44,57,28
"bottle","h","PM cue","",NA,NA,NA,"","[0.8838406999129802]","['l']",0,NA,109,1,0,"Negative",52,71,51,69,52,67,-1,-2,-4,0,0,2,"Negative",0.875,0.945945945945946,1.06414856249467,1.06254752740353,-0.00160103509113285,43,59,28
"writer","h","PM cue","",NA,NA,NA,"","[2.4337273000273854]","['d']",0,NA,109,1,0,"Negative",52,71,51,69,52,67,-1,-2,-4,0,0,2,"Negative",0.875,0.945945945945946,1.06414856249467,1.06254752740353,-0.00160103509113285,43,59,28
"event","h","PM cue","",NA,NA,NA,"","[1.21720049995929]","['l']",0,NA,109,1,0,"Negative",52,71,51,69,52,67,-1,-2,-4,0,0,2,"Negative",0.875,0.945945945945946,1.06414856249467,1.06254752740353,-0.00160103509113285,43,59,28
"writer","h","PM cue","",NA,NA,NA,"","[1.6005754999350756]","['l']",0,NA,109,1,0,"Negative",52,71,51,69,52,67,-1,-2,-4,0,0,2,"Negative",0.875,0.945945945945946,1.06414856249467,1.06254752740353,-0.00160103509113285,43,59,28
"bottle","h","PM cue","",NA,NA,NA,"","[2.100216699996963]","['d']",0,NA,109,1,0,"Negative",52,71,51,69,52,67,-1,-2,-4,0,0,2,"Negative",0.875,0.945945945945946,1.06414856249467,1.06254752740353,-0.00160103509113285,43,59,28
"event","h","PM cue","",NA,NA,NA,"","[1.0179431999567896]","['l']",0,NA,109,1,0,"Negative",52,71,51,69,52,67,-1,-2,-4,0,0,2,"Negative",0.875,0.945945945945946,1.06414856249467,1.06254752740353,-0.00160103509113285,43,59,28
"detail","h","PM cue","",NA,NA,NA,"","[1.5339259000029415]","['h']",1,NA,11,0,1,"Negative",84,84.5,53,87,64,84,-31,2.5,-0.5,-20,1,1,"Negative",0.825,0.824324324324324,0.870437689992832,0.985573849999472,0.11513616000664,43,63,NA
"village","h","PM cue","",NA,NA,NA,"","[1.0836584999924526, 2.7996470000362024]","['d', 'h']",0,NA,11,0,1,"Negative",84,84.5,53,87,64,84,-31,2.5,-0.5,-20,1,1,"Negative",0.825,0.824324324324324,0.870437689992832,0.985573849999472,0.11513616000664,43,63,NA
"circle","h","PM cue","",NA,NA,NA,"","[0.8003695999504998, 1.9668790999567136]","['d', 'h']",0,NA,11,0,1,"Negative",84,84.5,53,87,64,84,-31,2.5,-0.5,-20,1,1,"Negative",0.825,0.824324324324324,0.870437689992832,0.985573849999472,0.11513616000664,43,63,NA
"detail","h","PM cue","",NA,NA,NA,"","[1.3173876000801101]","['h']",1,NA,11,0,1,"Negative",84,84.5,53,87,64,84,-31,2.5,-0.5,-20,1,1,"Negative",0.825,0.824324324324324,0.870437689992832,0.985573849999472,0.11513616000664,43,63,NA
"circle","h","PM cue","",NA,NA,NA,"","[1.3003265999723226]","['h']",1,NA,11,0,1,"Negative",84,84.5,53,87,64,84,-31,2.5,-0.5,-20,1,1,"Negative",0.825,0.824324324324324,0.870437689992832,0.985573849999472,0.11513616000664,43,63,NA
"village","h","PM cue","",NA,NA,NA,"","[1.9164763999870047]","['h']",1,NA,11,0,1,"Negative",84,84.5,53,87,64,84,-31,2.5,-0.5,-20,1,1,"Negative",0.825,0.824324324324324,0.870437689992832,0.985573849999472,0.11513616000664,43,63,NA
"bottle","h","PM cue","",NA,NA,NA,"","[1.2507214001379907]","['l']",0,NA,110,1,0,"Negative",72.5,38.5,50,47,91,30,-22.5,8.5,-8.5,18.5,0,2,"Negative",0.575,0.756756756756757,0.953982472744291,1.14383856416332,0.189856091419034,49,64,25
"writer","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,110,1,0,"Negative",72.5,38.5,50,47,91,30,-22.5,8.5,-8.5,18.5,0,2,"Negative",0.575,0.756756756756757,0.953982472744291,1.14383856416332,0.189856091419034,49,64,25
"event","h","PM cue","",NA,NA,NA,"","[1.2004044000059366]","['l']",0,NA,110,1,0,"Negative",72.5,38.5,50,47,91,30,-22.5,8.5,-8.5,18.5,0,2,"Negative",0.575,0.756756756756757,0.953982472744291,1.14383856416332,0.189856091419034,49,64,25
"writer","h","PM cue","",NA,NA,NA,"","[1.233672299887985]","['l']",0,NA,110,1,0,"Negative",72.5,38.5,50,47,91,30,-22.5,8.5,-8.5,18.5,0,2,"Negative",0.575,0.756756756756757,0.953982472744291,1.14383856416332,0.189856091419034,49,64,25
"bottle","h","PM cue","",NA,NA,NA,"","[0.9002009998075664]","['d']",0,NA,110,1,0,"Negative",72.5,38.5,50,47,91,30,-22.5,8.5,-8.5,18.5,0,2,"Negative",0.575,0.756756756756757,0.953982472744291,1.14383856416332,0.189856091419034,49,64,25
"event","h","PM cue","",NA,NA,NA,"","[0.8670859998092055]","['d']",0,NA,110,1,0,"Negative",72.5,38.5,50,47,91,30,-22.5,8.5,-8.5,18.5,0,2,"Negative",0.575,0.756756756756757,0.953982472744291,1.14383856416332,0.189856091419034,49,64,25
"detail","h","PM cue","",NA,NA,NA,"","[1.8838609000085853]","['h']",1,NA,112,2,1,"Negative",51,50.5,51,50,51,51,0,-0.5,0.5,0,0,2,"Negative",0.8,0.824324324324324,1.03929699750006,1.16378329155071,0.124486294050654,27,74,27
"village","h","PM cue","",NA,NA,NA,"","[1.1505856000003405]","['l']",0,NA,112,2,0,"Negative",51,50.5,51,50,51,51,0,-0.5,0.5,0,0,2,"Negative",0.8,0.824324324324324,1.03929699750006,1.16378329155071,0.124486294050654,27,74,27
"circle","h","PM cue","",NA,NA,NA,"","[0.9002606000285596]","['l']",0,NA,112,2,0,"Negative",51,50.5,51,50,51,51,0,-0.5,0.5,0,0,2,"Negative",0.8,0.824324324324324,1.03929699750006,1.16378329155071,0.124486294050654,27,74,27
"detail","h","PM cue","",NA,NA,NA,"","[1.4837332000024617]","['l']",0,NA,112,2,0,"Negative",51,50.5,51,50,51,51,0,-0.5,0.5,0,0,2,"Negative",0.8,0.824324324324324,1.03929699750006,1.16378329155071,0.124486294050654,27,74,27
"circle","h","PM cue","",NA,NA,NA,"","[1.4671293999999762]","['d']",0,NA,112,2,0,"Negative",51,50.5,51,50,51,51,0,-0.5,0.5,0,0,2,"Negative",0.8,0.824324324324324,1.03929699750006,1.16378329155071,0.124486294050654,27,74,27
"village","h","PM cue","",NA,NA,NA,"","[1.633922699955292]","['d']",0,NA,112,2,0,"Negative",51,50.5,51,50,51,51,0,-0.5,0.5,0,0,2,"Negative",0.8,0.824324324324324,1.03929699750006,1.16378329155071,0.124486294050654,27,74,27
"wagon","h","PM cue","",NA,NA,NA,"","[]","None",0,NA,112,3,0,"Negative",50.5,49.5,55,46,54,47,4.5,-3.5,-2.5,3.5,1,2,"Negative",1,0.959459459459459,0.88758191249799,0.898838181937915,0.0112562694399256,45,73,29
"teacher","h","PM cue","",NA,NA,NA,"","[1.7837087002117187]","['h']",1,NA,112,3,1,"Negative",50.5,49.5,55,46,54,47,4.5,-3.5,-2.5,3.5,1,2,"Negative",1,0.959459459459459,0.88758191249799,0.898838181937915,0.0112562694399256,45,73,29
"curious","h","PM cue","",NA,NA,NA,"","[1.0337035001721233]","['l']",0,NA,112,3,0,"Negative",50.5,49.5,55,46,54,47,4.5,-3.5,-2.5,3.5,0,2,"Negative",1,0.959459459459459,0.88758191249799,0.898838181937915,0.0112562694399256,45,73,29
"wagon","h","PM cue","",NA,NA,NA,"","[1.7170673001091927]","['h']",1,NA,112,3,1,"Negative",50.5,49.5,55,46,54,47,4.5,-3.5,-2.5,3.5,1,2,"Negative",1,0.959459459459459,0.88758191249799,0.898838181937915,0.0112562694399256,45,73,29
"curious","h","PM cue","",NA,NA,NA,"","[0.9170835998374969]","['l']",0,NA,112,3,0,"Negative",50.5,49.5,55,46,54,47,4.5,-3.5,-2.5,3.5,0,2,"Negative",1,0.959459459459459,0.88758191249799,0.898838181937915,0.0112562694399256,45,73,29
"teacher","h","PM cue","",NA,NA,NA,"","[1.6834581000730395]","['h']",1,NA,112,3,1,"Negative",50.5,49.5,55,46,54,47,4.5,-3.5,-2.5,3.5,1,2,"Negative",1,0.959459459459459,0.88758191249799,0.898838181937915,0.0112562694399256,45,73,29
"detail","h","PM cue","",NA,NA,NA,"","[2.3674151000450365]","['h']",1,NA,113,2,1,"Negative",80.5,79,48,32,34,34,-32.5,-47,-45,-46.5,1,2,"Negative",0.975,0.878378378378378,0.77178565999784,1.111882925677,0.34009726567916,51,77,25
"village","h","PM cue","",NA,NA,NA,"","[2.3832848999882117]","['h']",1,NA,113,2,1,"Negative",80.5,79,48,32,34,34,-32.5,-47,-45,-46.5,1,2,"Negative",0.975,0.878378378378378,0.77178565999784,1.111882925677,0.34009726567916,51,77,25
"circle","h","PM cue","",NA,NA,NA,"","[1.2337340000085533]","['l']",0,NA,113,2,0,"Negative",80.5,79,48,32,34,34,-32.5,-47,-45,-46.5,0,2,"Negative",0.975,0.878378378378378,0.77178565999784,1.111882925677,0.34009726567916,51,77,25
"detail","h","PM cue","",NA,NA,NA,"","[1.7168686999939382]","['h']",1,NA,113,2,1,"Negative",80.5,79,48,32,34,34,-32.5,-47,-45,-46.5,1,2,"Negative",0.975,0.878378378378378,0.77178565999784,1.111882925677,0.34009726567916,51,77,25
"circle","h","PM cue","",NA,NA,NA,"","[1.5172039999742992]","['l']",0,NA,113,2,0,"Negative",80.5,79,48,32,34,34,-32.5,-47,-45,-46.5,0,2,"Negative",0.975,0.878378378378378,0.77178565999784,1.111882925677,0.34009726567916,51,77,25
"village","h","PM cue","",NA,NA,NA,"","[1.4340611000079662]","['h']",1,NA,113,2,1,"Negative",80.5,79,48,32,34,34,-32.5,-47,-45,-46.5,1,2,"Negative",0.975,0.878378378378378,0.77178565999784,1.111882925677,0.34009726567916,51,77,25
"wagon","h","PM cue","",NA,NA,NA,"","[1.500438000075519]","['h']",1,NA,114,3,1,"Negative",100,99.5,100,80,100,80,0,-19.5,-19.5,0,1,2,"Negative",1,0.986486486486487,0.749691889988026,0.93861553560598,0.188923645617954,39,68,27
"teacher","h","PM cue","",NA,NA,NA,"","[1.550527899991721]","['h']",1,NA,114,3,1,"Negative",100,99.5,100,80,100,80,0,-19.5,-19.5,0,1,2,"Negative",1,0.986486486486487,0.749691889988026,0.93861553560598,0.188923645617954,39,68,27
"curious","h","PM cue","",NA,NA,NA,"","[1.5005441999528557]","['h']",1,NA,114,3,1,"Negative",100,99.5,100,80,100,80,0,-19.5,-19.5,0,1,2,"Negative",1,0.986486486486487,0.749691889988026,0.93861553560598,0.188923645617954,39,68,27
"wagon","h","PM cue","",NA,NA,NA,"","[1.7833493000362068]","['h']",1,NA,114,3,1,"Negative",100,99.5,100,80,100,80,0,-19.5,-19.5,0,1,2,"Negative",1,0.986486486486487,0.749691889988026,0.93861553560598,0.188923645617954,39,68,27
"curious","h","PM cue","",NA,NA,NA,"","[1.6338673001155257]","['h']",1,NA,114,3,1,"Negative",100,99.5,100,80,100,80,0,-19.5,-19.5,0,1,2,"Negative",1,0.986486486486487,0.749691889988026,0.93861553560598,0.188923645617954,39,68,27
"teacher","h","PM cue","",NA,NA,NA,"","[1.700278599979356]","['h']",1,NA,114,3,1,"Negative",100,99.5,100,80,100,80,0,-19.5,-19.5,0,1,2,"Negative",1,0.986486486486487,0.749691889988026,0.93861553560598,0.188923645617954,39,68,27
