"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","",60,100,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"ship","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"hard","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"ship","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"board","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"danger","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"board","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"flower","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"hard","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"flower","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"computer","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"museum","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"computer","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"art","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"museum","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"art","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"danger","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"storm","l","No","",NA,NA,1,"[0.9980005000252277]","","",NA,NA,39,1
"glass","l","No","",NA,NA,1,"[0.751215299940668]","","",NA,NA,39,1
"umbrella","l","No","",NA,NA,1,"[1.4837511000223458]","","",NA,NA,39,1
"glass","d","HIT","",NA,NA,1,"[2.00022009992972]","","",NA,NA,39,1
"farm","l","No","",NA,NA,1,"[0.750627400004305]","","",NA,NA,39,1
"air","l","No","",NA,NA,1,"[0.9504057000158355]","","",NA,NA,39,1
"farm","d","HIT","",NA,NA,1,"[0.5172909999964759]","","",NA,NA,39,1
"white","l","No","",NA,NA,1,"[0.7005179000552744]","","",NA,NA,39,1
"rough","l","No","",NA,NA,1,"[0.53379140002653]","","",NA,NA,39,1
"white","d","HIT","",NA,NA,1,"[0.5506960999919102]","","",NA,NA,39,1
"passage","l","No","",NA,NA,1,"[0.46732759999576956]","","",NA,NA,39,1
"education","l","No","",NA,NA,1,"[0.43371890007983893]","","",NA,NA,39,1
"passage","d","HIT","",NA,NA,1,"[0.5003599999472499]","","",NA,NA,39,1
"clock","l","No","",NA,NA,1,"[0.45050379994791]","","",NA,NA,39,1
"rough","l","No","",NA,NA,1,"[0.934321100008674]","","",NA,NA,39,1
"clock","d","HIT","",NA,NA,1,"[0.5505440999986604]","","",NA,NA,39,1
"trumpet","l","No","",NA,NA,1,"[0.5342595999827608]","","",NA,NA,39,1
"violin","l","No","",NA,NA,1,"[0.9011138000059873]","","",NA,NA,39,1
"ankle","l","No","",NA,NA,1,"[1.2507680000271648]","","",NA,NA,39,1
"crisis","l","No","",NA,NA,1,"[0.7010308000026271]","","",NA,NA,39,1
"ankle","d","HIT","",NA,NA,1,"[0.8337955999886617]","","",NA,NA,39,1
"mistake","l","No","",NA,NA,1,"[0.4670752000529319]","","",NA,NA,39,1
"education","l","No","",NA,NA,1,"[1.3171010999940336]","","",NA,NA,39,1
"mistake","d","HIT","",NA,NA,1,"[0.5506668000016361]","","",NA,NA,39,1
"trumpet","l","No","",NA,NA,1,"[1.134010500041768]","","",NA,NA,39,1
"bar","l","No","",NA,NA,1,"[0.5509157999185845]","","",NA,NA,39,1
"violin","l","No","",NA,NA,1,"[0.9675592000130564]","","",NA,NA,39,1
"bar","d","HIT","",NA,NA,1,"[0.8174648999702185]","","",NA,NA,39,1
"tree","l","No","",NA,NA,1,"[0.7670408000703901]","","",NA,NA,39,1
"storm","l","No","",NA,NA,1,"[0.8344046999700367]","","",NA,NA,39,1
"tree","d","HIT","",NA,NA,1,"[0.8505807000910863]","","",NA,NA,39,1
"news","l","No","",NA,NA,1,"[1.967450900003314]","","",NA,NA,39,1
"air","l","No","",NA,NA,1,"[0.7674655999289826]","","",NA,NA,39,1
"news","d","HIT","",NA,NA,1,"[1.0002687999513]","","",NA,NA,39,1
"dirty","l","No","",NA,NA,1,"[1.0671827000332996]","","",NA,NA,39,1
"umbrella","l","No","",NA,NA,1,"[1.3505307999439538]","","",NA,NA,39,1
"dirty","d","HIT","",NA,NA,1,"[1.1837908000452444]","","",NA,NA,39,1
"manner","l","No","",NA,NA,1,"[0.6503278999589384]","","",NA,NA,39,1
"crisis","l","No","",NA,NA,1,"[1.5005178999854252]","","",NA,NA,39,1
