"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","",63,63,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"lion","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"lion","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"black","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"black","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"field","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"field","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"excuse","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"excuse","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"woman","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"woman","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"lion","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"lion","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"black","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"black","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"field","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"field","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"excuse","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"excuse","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"woman","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,139,1
"woman","d","HIT","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"","","","",NA,NA,NA,"","","",NA,NA,139,1
"plane","l","No","",NA,NA,0,"[0.0005594000685960054, 1.5150006000185385]","","",NA,NA,139,1
"body","l","No","",NA,NA,1,"[1.4337905999273062]","","",NA,NA,139,1
"plane","d","HIT","",NA,NA,1,"[0.6838983000488952]","","",NA,NA,139,1
"alien","l","No","",NA,NA,1,"[0.7336994999786839]","","",NA,NA,139,1
"dark","l","No","",NA,NA,1,"[0.8671638000523672]","","",NA,NA,139,1
"alien","d","HIT","",NA,NA,1,"[0.5339113000081852]","","",NA,NA,139,1
"clothing","l","No","",NA,NA,1,"[0.767117700073868]","","",NA,NA,139,1
"serious","l","No","",NA,NA,1,"[0.7671601000474766]","","",NA,NA,139,1
"clothing","d","HIT","",NA,NA,1,"[0.5171443000435829]","","",NA,NA,139,1
"stomach","l","No","",NA,NA,1,"[0.7344720000401139]","","",NA,NA,139,1
"modest","l","No","",NA,NA,1,"[0.7000523000024259]","","",NA,NA,139,1
"stomach","d","HIT","",NA,NA,1,"[0.9671555999666452]","","",NA,NA,139,1
"wonder","l","No","",NA,NA,1,"[0.80048119998537]","","",NA,NA,139,1
"body","l","No","",NA,NA,1,"[1.1172979000257328]","","",NA,NA,139,1
"wonder","d","HIT","",NA,NA,1,"[1.0170876999618486]","","",NA,NA,139,1
"item","l","No","",NA,NA,1,"[0.6673239000374451]","","",NA,NA,139,1
"column","l","No","",NA,NA,1,"[0.9341830000048503]","","",NA,NA,139,1
"pencil","l","No","",NA,NA,1,"[0.71706609998364]","","",NA,NA,139,1
"trust","l","No","",NA,NA,1,"[0.7338755999226123]","","",NA,NA,139,1
"item","l","No","",NA,NA,1,"[1.2172121999319643]","","",NA,NA,139,1
"trust","d","HIT","",NA,NA,1,"[0.8837051000446081]","","",NA,NA,139,1
"bathroom","l","No","",NA,NA,1,"[0.6505439999746159]","","",NA,NA,139,1
"honey","l","No","",NA,NA,1,"[0.7170797999715433]","","",NA,NA,139,1
"bathroom","d","HIT","",NA,NA,1,"[1.0170402999501675]","","",NA,NA,139,1
"modest","l","No","",NA,NA,1,"[1.0674563000211492]","","",NA,NA,139,1
"cottage","l","No","",NA,NA,1,"[0.733568900031969]","","",NA,NA,139,1
"dark","l","No","",NA,NA,1,"[0.867234000004828]","","",NA,NA,139,1
"cottage","d","HIT","",NA,NA,1,"[0.4839530000463128]","","",NA,NA,139,1
"legend","l","No","",NA,NA,1,"[0.7504200000548735]","","",NA,NA,139,1
