"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","",20,40,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"lion","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"lion","d","HIT","",NA,NA,NA,"","","",NA,NA,30,1
"black","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"black","d","HIT","",NA,NA,NA,"","","",NA,NA,30,1
"field","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"field","d","HIT","",NA,NA,NA,"","","",NA,NA,30,1
"excuse","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"excuse","d","HIT","",NA,NA,NA,"","","",NA,NA,30,1
"woman","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,30,1
"woman","d","HIT","",NA,NA,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"","","","",NA,NA,NA,"","","",NA,NA,30,1
"plane","l","No","",NA,NA,1,"[1.6993859000504017]","","",NA,NA,30,1
"body","l","No","",NA,NA,1,"[0.8841154999099672]","","",NA,NA,30,1
"plane","d","HIT","",NA,NA,1,"[0.45048070000484586]","","",NA,NA,30,1
"alien","l","No","",NA,NA,1,"[0.4673502000514418]","","",NA,NA,30,1
"dark","l","No","",NA,NA,1,"[0.5505027000326663]","","",NA,NA,30,1
"alien","d","HIT","",NA,NA,1,"[0.867268200032413]","","",NA,NA,30,1
"clothing","l","No","",NA,NA,1,"[0.5173448999412358]","","",NA,NA,30,1
"serious","l","No","",NA,NA,1,"[0.43362449994310737]","","",NA,NA,30,1
"clothing","d","HIT","",NA,NA,1,"[0.8170681998599321]","","",NA,NA,30,1
"stomach","l","No","",NA,NA,1,"[0.5671228000428528]","","",NA,NA,30,1
"modest","l","No","",NA,NA,1,"[0.5169248001184314]","","",NA,NA,30,1
"stomach","d","HIT","",NA,NA,1,"[0.4669682998210192]","","",NA,NA,30,1
"wonder","l","No","",NA,NA,1,"[0.4837005001027137]","","",NA,NA,30,1
"body","l","No","",NA,NA,1,"[0.8337419000454247]","","",NA,NA,30,1
"wonder","d","HIT","",NA,NA,1,"[0.43419869989156723]","","",NA,NA,30,1
"item","l","No","",NA,NA,1,"[0.9006944000720978]","","",NA,NA,30,1
"column","l","No","",NA,NA,1,"[0.500318800099194]","","",NA,NA,30,1
"pencil","l","No","",NA,NA,1,"[0.5170293000992388]","","",NA,NA,30,1
"trust","l","No","",NA,NA,1,"[0.41696700011380017]","","",NA,NA,30,1
"item","l","No","",NA,NA,1,"[0.8673146998044103]","","",NA,NA,30,1
"trust","d","HIT","",NA,NA,1,"[0.48372829984873533]","","",NA,NA,30,1
"bathroom","l","No","",NA,NA,1,"[0.6503172998782247]","","",NA,NA,30,1
"honey","l","No","",NA,NA,1,"[0.4172594998963177]","","",NA,NA,30,1
"bathroom","d","HIT","",NA,NA,1,"[0.7174725001677871]","","",NA,NA,30,1
"modest","l","No","",NA,NA,1,"[0.45092329988256097]","","",NA,NA,30,1
"cottage","l","No","",NA,NA,1,"[0.5838065000716597]","","",NA,NA,30,1
"dark","l","No","",NA,NA,1,"[0.4838589997962117]","","",NA,NA,30,1
"cottage","d","HIT","",NA,NA,1,"[0.5341049998532981]","","",NA,NA,30,1
"legend","l","No","",NA,NA,1,"[0.5174368000589311]","","",NA,NA,30,1
"serious","l","No","",NA,NA,1,"[0.36747259995900095]","","",NA,NA,30,1
"legend","d","HIT","",NA,NA,1,"[0.5173451998271048]","","",NA,NA,30,1
"history","l","No","",NA,NA,1,"[0.933712299913168]","","",NA,NA,30,1
"pencil","l","No","",NA,NA,1,"[0.8170287001412362]","","",NA,NA,30,1
"history","d","HIT","",NA,NA,1,"[0.4670656998641789]","","",NA,NA,30,1
"metal","l","No","",NA,NA,1,"[0.4336133999750018]","","",NA,NA,30,1
"column","l","No","",NA,NA,1,"[0.36699519981630147]","","",NA,NA,30,1
"metal","d","HIT","",NA,NA,1,"[0.3338713999837637]","","",NA,NA,30,1
"foot","l","No","",NA,NA,1,"[0.7506170999258757]","","",NA,NA,30,1
"honey","l","No","",NA,NA,1,"[0.7004602001979947]","","",NA,NA,30,1
"foot","d","HIT","",NA,NA,1,"[0.33382679987698793]","","",NA,NA,30,1
"","","","bottle",NA,NA,NA,"","","",NA,NA,30,1
"","","","writer",NA,NA,NA,"","","",NA,NA,30,1
"","","","event",NA,NA,NA,"","","",NA,NA,30,1
"","","","writer",NA,NA,NA,"","","",NA,NA,30,1
"","","","event",NA,NA,NA,"","","",NA,NA,30,1
"","","","bottle",NA,NA,NA,"","","",NA,NA,30,1
"","","","",32,30,NA,"","","",NA,NA,30,1
"","","","",19,69,NA,"","","",NA,NA,30,1
"mail","l","No","",NA,NA,NA,"","[1.1152737999800593]","['l']",1,NA,30,1
"watch","l","No ","",NA,NA,NA,"","[0.6506451000459492]","['l']",1,NA,30,1
"mail","d","HIT","",NA,NA,NA,"","[0.4339821001049131]","['d']",1,NA,30,1
"anxious","l","No","",NA,NA,NA,"","[0.6507615000009537]","['l']",1,NA,30,1
"truck","l","No ","",NA,NA,NA,"","[1.0495064000133425]","['l']",1,NA,30,1
"anxious","d","HIT","",NA,NA,NA,"","[0.6339692000765353]","['d']",1,NA,30,1
"humble","l","No ","",NA,NA,NA,"","[0.501001600176096]","['l']",1,NA,30,1
"paper","l","No","",NA,NA,NA,"","[0.4673715999815613]","['l']",1,NA,30,1
"humble","d","HIT","",NA,NA,NA,"","[0.3674851998221129]","['d']",1,NA,30,1
"bottle","h","PM cue","",NA,NA,NA,"","[0.4507556001190096, 1.0005646001081914, 2.433810600079596]","['l', 'd', 'h']",0,NA,30,1
"vehicle","l","No ","",NA,NA,NA,"","[1.0838333999272436]","['l']",1,NA,30,1
"clouds","l","No ","",NA,NA,NA,"","[0.4672014000825584]","['l']",1,NA,30,1
"vehicle","d","HIT","",NA,NA,NA,"","[0.8006134999450296]","['d']",1,NA,30,1
"rain","l","No ","",NA,NA,NA,"","[0.5501453999895602]","['l']",1,NA,30,1
"opinion","l","No ","",NA,NA,NA,"","[0.43400359991937876]","['l']",1,NA,30,1
"rain","d","HIT","",NA,NA,NA,"","[0.950526800006628]","['d']",1,NA,30,1
"quiet","l","No ","",NA,NA,NA,"","[0.4838312999345362]","['l']",1,NA,30,1
"market","l","No ","",NA,NA,NA,"","[0.4172913001384586]","['l']",1,NA,30,1
"quiet","d","HIT","",NA,NA,NA,"","[0.5170925999991596]","['d']",1,NA,30,1
"avenue","l","No ","",NA,NA,NA,"","[0.6172917999792844]","['l']",1,NA,30,1
"writer","h","PM cue","",NA,NA,NA,"","[1.6170838000252843]","['h']",1,NA,30,1
"knife","l","No","",NA,NA,NA,"","[1.0337374999653548]","['l']",1,NA,30,1
"paper","l","No ","",NA,NA,NA,"","[0.7169963999185711]","['l']",1,NA,30,1
"knife","d","HIT","",NA,NA,NA,"","[0.617462599882856]","['d']",1,NA,30,1
"taste","l","No ","",NA,NA,NA,"","[0.6001335999462754]","['l']",1,NA,30,1
"quality","l","No ","",NA,NA,NA,"","[0.5672188000753522]","['l']",1,NA,30,1
"industry","l","No ","",NA,NA,NA,"","[0.6672873001080006]","['l']",1,NA,30,1
"quality","d","HIT","",NA,NA,NA,"","[0.6674210000783205]","['d']",1,NA,30,1
"corner","l","No ","",NA,NA,NA,"","[0.5339844999834895]","['l']",1,NA,30,1
"letter","l","No ","",NA,NA,NA,"","[0.4675362999550998]","['l']",1,NA,30,1
"corner","d","HIT","",NA,NA,NA,"","[0.7839885000139475]","['d']",1,NA,30,1
"poetry","l","No ","",NA,NA,NA,"","[0.7506760000251234]","['l']",1,NA,30,1
"event","h","PM cue","",NA,NA,NA,"","[1.017360399942845]","['h']",1,NA,30,1
"poetry","d","HIT","",NA,NA,NA,"","[0.8664809002075344]","['d']",1,NA,30,1
"vision","l","No ","",NA,NA,NA,"","[0.7170220999978483]","['l']",1,NA,30,1
"unit","l","No","",NA,NA,NA,"","[0.8336192001588643]","['l']",1,NA,30,1
"vision","d","HIT","",NA,NA,NA,"","[0.4674609999638051]","['d']",1,NA,30,1
"blind","l","No ","",NA,NA,NA,"","[0.4841040000319481]","['l']",1,NA,30,1
"watch","l","No ","",NA,NA,NA,"","[0.8342234999872744]","['l']",1,NA,30,1
"blind","d","HIT","",NA,NA,NA,"","[0.567677800077945]","['d']",1,NA,30,1
"truck","l","No ","",NA,NA,NA,"","[0.5505892999935895]","['l']",1,NA,30,1
"snake","l","No ","",NA,NA,NA,"","[0.5505406998563558]","['l']",1,NA,30,1
"writer","h","PM cue","",NA,NA,NA,"","[0.6673973000142723]","['h']",1,NA,30,1
"snake","d","HIT","",NA,NA,NA,"","[1.267221099929884]","['d']",1,NA,30,1
"opinion","l","No ","",NA,NA,NA,"","[0.583440899848938]","['l']",1,NA,30,1
"advantage","l","No ","",NA,NA,NA,"","[0.5172458000015467]","['l']",1,NA,30,1
"garden","l","No ","",NA,NA,NA,"","[0.4672274999320507]","['l']",1,NA,30,1
"advantage","d","HIT","",NA,NA,NA,"","[0.66737120016478]","['d']",1,NA,30,1
"dream","l","No ","",NA,NA,NA,"","[0.5172258999664336]","['l']",1,NA,30,1
"industry","l","No ","",NA,NA,NA,"","[0.7338196001946926]","['l']",1,NA,30,1
"dream","d","HIT","",NA,NA,NA,"","[0.5508155999705195]","['d']",1,NA,30,1
"yellow","l","No ","",NA,NA,NA,"","[0.6171975000761449]","['l']",1,NA,30,1
"avenue","l","No ","",NA,NA,NA,"","[0.7337913999799639]","['l']",1,NA,30,1
"yellow","d","HIT","",NA,NA,NA,"","[0.4677316998131573]","['d']",1,NA,30,1
"bottle","h","PM cue","",NA,NA,NA,"","[1.1008768000174314]","['h']",1,NA,30,1
"square","l","No ","",NA,NA,NA,"","[0.5506988998968154]","['l']",1,NA,30,1
"market","l","No ","",NA,NA,NA,"","[0.6504180999472737]","['l']",1,NA,30,1
"square","d","HIT","",NA,NA,NA,"","[0.9008108999114484]","['l']",0,NA,30,1
"adult","l","No ","",NA,NA,NA,"","[0.9174474999308586]","['l']",1,NA,30,1
"unit","l","No","",NA,NA,NA,"","[0.5674997000023723]","['l']",1,NA,30,1
"adult","d","HIT","",NA,NA,NA,"","[0.45046090008690953]","['d']",1,NA,30,1
"famous","l","No ","",NA,NA,NA,"","[0.56715889996849]","['l']",1,NA,30,1
"clouds","l","No ","",NA,NA,NA,"","[0.6342488001100719]","['l']",1,NA,30,1
"famous","d","HIT","",NA,NA,NA,"","[0.6341192000545561]","['d']",1,NA,30,1
"natural","l","No","",NA,NA,NA,"","[0.6171466000378132]","['l']",1,NA,30,1
"safe","l","No","",NA,NA,NA,"","[0.5997748000081629]","['l']",1,NA,30,1
"natural","d","HIT","",NA,NA,NA,"","[0.3672129998449236]","['d']",1,NA,30,1
"event","h","PM cue","",NA,NA,NA,"","[0.8838391997851431]","['h']",1,NA,30,1
"medicine","l","No ","",NA,NA,NA,"","[0.5508510998915881]","['l']",1,NA,30,1
"garden","l","No ","",NA,NA,NA,"","[0.8339476999826729]","['l']",1,NA,30,1
"medicine","d","HIT","",NA,NA,NA,"","[0.41759410011582077]","['d']",1,NA,30,1
"doctor","l","No ","",NA,NA,NA,"","[0.684093999909237]","['l']",1,NA,30,1
"letter","l","No ","",NA,NA,NA,"","[1.0339182000607252]","['l']",1,NA,30,1
"doctor","d","HIT","",NA,NA,NA,"","[0.6672366999555379, 1.3337231001351029]","['l', 'd']",0,NA,30,1
"phase","l","No ","",NA,NA,NA,"","[0.6335171000100672]","['l']",1,NA,30,1
"safe","l","No","",NA,NA,NA,"","[0.5006774999201298]","['l']",1,NA,30,1
"phase","d","HIT","",NA,NA,NA,"","[0.9345387001521885]","['d']",1,NA,30,1
"brother","l","No","",NA,NA,NA,"","[0.9503943999297917]","['l']",1,NA,30,1
"taste","l","No","",NA,NA,NA,"","[0.7843325999565423]","['l']",1,NA,30,1
"brother","d","HIT","",NA,NA,NA,"","[0.8172065999824554]","['d']",1,NA,30,1
"medicine","l","No","",44,92,NA,"","","",NA,1,30,1
"garden","l","No","",NA,NA,NA,"","","",NA,1,30,1
"adult","l","No","",NA,NA,NA,"","","",NA,1,30,1
"writer","d","HIT","",NA,NA,NA,"","","",NA,1,30,1
"bottle","d","HIT","",NA,NA,NA,"","","",NA,1,30,1
"event","d","HIT","",NA,NA,NA,"","","",NA,1,30,1
"","","","",48,91,NA,"","","",NA,NA,NA,NA
