"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","",31,57,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"voyage","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"tower","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"voyage","d","HIT","",NA,NA,NA,"","","",NA,NA,48,1
"book","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"tower","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"book","d","HIT","",NA,NA,NA,"","","",NA,NA,48,1
"dress","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"fork","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"crime","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"fork","d","HIT","",NA,NA,NA,"","","",NA,NA,48,1
"memory","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"dress","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"memory","d","HIT","",NA,NA,NA,"","","",NA,NA,48,1
"blond","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"crime","l","No","",NA,NA,NA,"","","",NA,NA,48,1
"blond","d","HIT","",NA,NA,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"","","","",NA,NA,NA,"","","",NA,NA,48,1
"elbow","l","No","",NA,NA,1,"[0.8806704999879003]","","",NA,NA,48,1
"ambition","l","No","",NA,NA,1,"[0.7505721999332309]","","",NA,NA,48,1
"elbow","d","HIT","",NA,NA,1,"[0.6173901001457125]","","",NA,NA,48,1
"salad","l","No","",NA,NA,1,"[0.8173167000059038]","","",NA,NA,48,1
"door","l","No","",NA,NA,1,"[0.5509903999045491]","","",NA,NA,48,1
"salad","d","HIT","",NA,NA,1,"[0.5840275001246482]","","",NA,NA,48,1
"tool","l","No","",NA,NA,1,"[0.6837914001662284]","","",NA,NA,48,1
"health","l","No","",NA,NA,1,"[0.6342718000523746]","","",NA,NA,48,1
"ambition","l","No","",NA,NA,1,"[1.017338000005111]","","",NA,NA,48,1
"health","d","HIT","",NA,NA,1,"[0.5168808999005705]","","",NA,NA,48,1
"vest","l","No","",NA,NA,1,"[0.7669448000378907]","","",NA,NA,48,1
"ugly","l","No","",NA,NA,1,"[0.6675686000380665]","","",NA,NA,48,1
"vest","d","HIT","",NA,NA,1,"[0.8336227000690997]","","",NA,NA,48,1
"face","l","No","",NA,NA,1,"[0.6670004001352936]","","",NA,NA,48,1
"rock","l","No","",NA,NA,1,"[0.8838256001472473]","","",NA,NA,48,1
"face","d","HIT","",NA,NA,1,"[0.6003486001864076]","","",NA,NA,48,1
"bowl","l","No","",NA,NA,1,"[0.8162360000424087]","","",NA,NA,48,1
"key","l","No","",NA,NA,1,"[0.8505442999303341]","","",NA,NA,48,1
"bowl","d","HIT","",NA,NA,1,"[0.5341915998142213]","","",NA,NA,48,1
"moment","l","No","",NA,NA,1,"[0.7505364001262933]","","",NA,NA,48,1
"useful","l","No","",NA,NA,1,"[0.7173087999690324]","","",NA,NA,48,1
"moment","d","HIT","",NA,NA,1,"[0.8504395999480039]","","",NA,NA,48,1
"water","l","No","",NA,NA,1,"[0.5842434000223875]","","",NA,NA,48,1
"coast","l","No","",NA,NA,1,"[0.6341743001248688]","","",NA,NA,48,1
"key","l","No","",NA,NA,1,"[0.5170013001188636]","","",NA,NA,48,1
"coast","d","HIT","",NA,NA,0,"[0.5669461998622864]","","",NA,NA,48,1
"plain","l","No","",NA,NA,1,"[0.750573999946937]","","",NA,NA,48,1
"rock","l","No","",NA,NA,1,"[0.9838554000016302]","","",NA,NA,48,1
"plain","d","HIT","",NA,NA,1,"[0.5508393999189138]","","",NA,NA,48,1
"trunk","l","No","",NA,NA,1,"[0.9006424001418054]","","",NA,NA,48,1
"door","l","No","",NA,NA,1,"[0.5839686999097466]","","",NA,NA,48,1
"trunk","d","HIT","",NA,NA,1,"[0.5999708001036197]","","",NA,NA,48,1
"nervous","l","No","",NA,NA,1,"[0.7506746000144631]","","",NA,NA,48,1
"useful","l","No","",NA,NA,1,"[0.9005526001565158]","","",NA,NA,48,1
"nervous","d","HIT","",NA,NA,1,"[0.5005644999910146]","","",NA,NA,48,1
"quick","l","No","",NA,NA,1,"[0.5342196999117732]","","",NA,NA,48,1
"tool","l","No","",NA,NA,1,"[0.5841196000110358]","","",NA,NA,48,1
"quick","d","HIT","",NA,NA,1,"[0.6508772999513894]","","",NA,NA,48,1
"water","l","No","",NA,NA,1,"[0.7167216998059303]","","",NA,NA,48,1
"ugly","l","No","",NA,NA,1,"[0.5341666999738663]","","",NA,NA,48,1
"","","","curious",NA,NA,NA,"","","",NA,NA,48,1
"","","","teacher",NA,NA,NA,"","","",NA,NA,48,1
"","","","wagon",NA,NA,NA,"","","",NA,NA,48,1
"","","","curious",NA,NA,NA,"","","",NA,NA,48,1
"","","","wagon",NA,NA,NA,"","","",NA,NA,48,1
"","","","teacher",NA,NA,NA,"","","",NA,NA,48,1
"","","","",32,50,NA,"","","",NA,NA,48,1
"","","","",80,51,NA,"","","",NA,NA,48,1
"queen","l","No","",NA,NA,NA,"","[0.43027890007942915]","['l']",1,NA,48,1
"butter","l","No ","",NA,NA,NA,"","[0.7172483999747783]","['l']",1,NA,48,1
"queen","d","HIT","",NA,NA,NA,"","[0.7005187999457121]","['d']",1,NA,48,1
"plant","l","No","",NA,NA,NA,"","[0.9337407001294196]","['l']",1,NA,48,1
"fear","l","No ","",NA,NA,NA,"","[0.7671446001622826]","['l']",1,NA,48,1
"plant","d","HIT","",NA,NA,NA,"","[0.717196699930355]","['d']",1,NA,48,1
"army","l","No ","",NA,NA,NA,"","[0.7005861001089215]","['l']",1,NA,48,1
"chair","l","No","",NA,NA,NA,"","[0.9504420999437571]","['l']",1,NA,48,1
"army","d","HIT","",NA,NA,NA,"","[0.7004203998949379]","['d']",1,NA,48,1
"moral","l","No ","",NA,NA,NA,"","[0.6504584001377225]","['l']",1,NA,48,1
"reserved","l","No ","",NA,NA,NA,"","[0.9505896000191569]","['l']",1,NA,48,1
"wagon","h","PM cue","",NA,NA,NA,"","[1.5169295000378042]","['h']",1,NA,48,1
"reserved","d","HIT","",NA,NA,NA,"","[0.9670172999612987]","['d']",1,NA,48,1
"fight","l","No ","",NA,NA,NA,"","[0.9173626999836415]","['l']",1,NA,48,1
"bench","l","No ","",NA,NA,NA,"","[0.6341405001003295]","['l']",1,NA,48,1
"fight","d","HIT","",NA,NA,NA,"","[0.8673859999980778]","['d']",1,NA,48,1
"space","l","No ","",NA,NA,NA,"","[0.767380699981004]","['l']",1,NA,48,1
"autumn","l","No ","",NA,NA,NA,"","[0.7507228998001665]","['l']",1,NA,48,1
"space","d","HIT","",NA,NA,NA,"","[0.7008031001314521]","['d']",1,NA,48,1
"green","l","No ","",NA,NA,NA,"","[0.933778100181371]","['l']",1,NA,48,1
"nice","l","No ","",NA,NA,NA,"","[0.6669081000145525]","['l']",1,NA,48,1
"green","d","HIT","",NA,NA,NA,"","[0.701222299830988]","['d']",1,NA,48,1
"chair","l","No ","",NA,NA,NA,"","[0.7511142999865115]","['l']",1,NA,48,1
"teacher","h","PM cue","",NA,NA,NA,"","[1.7002447000704706]","['h']",1,NA,48,1
"delayed","l","No ","",NA,NA,NA,"","[0.800521400058642]","['l']",1,NA,48,1
"restaurant","l","No ","",NA,NA,NA,"","[0.8674413999542594]","['l']",1,NA,48,1
"delayed","d","HIT","",NA,NA,NA,"","[1.017097800038755]","['d']",1,NA,48,1
"hammer","l","No ","",NA,NA,NA,"","[0.750415800139308]","['l']",1,NA,48,1
"absurd","l","No ","",NA,NA,NA,"","[0.8170671998523176]","['l']",1,NA,48,1
"hammer","d","HIT","",NA,NA,NA,"","[0.7671403000131249]","['d']",1,NA,48,1
