"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","",32,58,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"ship","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"hard","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"ship","d","HIT","",NA,NA,NA,"","","",NA,NA,28,2
"board","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"danger","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"board","d","HIT","",NA,NA,NA,"","","",NA,NA,28,2
"flower","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"hard","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"flower","d","HIT","",NA,NA,NA,"","","",NA,NA,28,2
"computer","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"museum","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"computer","d","HIT","",NA,NA,NA,"","","",NA,NA,28,2
"art","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"museum","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"art","d","HIT","",NA,NA,NA,"","","",NA,NA,28,2
"danger","l","No","",NA,NA,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"","","","",NA,NA,NA,"","","",NA,NA,28,2
"storm","l","No","",NA,NA,1,"[0.7993199001066387]","","",NA,NA,28,2
"glass","l","No","",NA,NA,1,"[0.6839739000424743]","","",NA,NA,28,2
"umbrella","l","No","",NA,NA,1,"[0.6002295999787748]","","",NA,NA,28,2
"glass","d","HIT","",NA,NA,1,"[0.5008577001281083]","","",NA,NA,28,2
"farm","l","No","",NA,NA,1,"[0.6842022000346333]","","",NA,NA,28,2
"air","l","No","",NA,NA,1,"[0.6174456998705864]","","",NA,NA,28,2
"farm","d","HIT","",NA,NA,1,"[0.5505905000027269]","","",NA,NA,28,2
"white","l","No","",NA,NA,1,"[0.6670880001038313]","","",NA,NA,28,2
"rough","l","No","",NA,NA,1,"[0.6339309001341462]","","",NA,NA,28,2
"white","d","HIT","",NA,NA,1,"[0.5507891001179814]","","",NA,NA,28,2
"passage","l","No","",NA,NA,1,"[0.6834333001170307]","","",NA,NA,28,2
"education","l","No","",NA,NA,1,"[0.7337531999219209]","","",NA,NA,28,2
"passage","d","HIT","",NA,NA,1,"[0.5670316000469029]","","",NA,NA,28,2
"clock","l","No","",NA,NA,1,"[0.6838527999352664]","","",NA,NA,28,2
"rough","l","No","",NA,NA,1,"[0.8004637998528779]","","",NA,NA,28,2
"clock","d","HIT","",NA,NA,1,"[0.6506427000276744]","","",NA,NA,28,2
"trumpet","l","No","",NA,NA,1,"[0.783702400047332]","","",NA,NA,28,2
"violin","l","No","",NA,NA,1,"[0.9837554998230189]","","",NA,NA,28,2
"ankle","l","No","",NA,NA,1,"[0.7170881000347435]","","",NA,NA,28,2
"crisis","l","No","",NA,NA,1,"[0.7504431998822838]","","",NA,NA,28,2
"ankle","d","HIT","",NA,NA,1,"[0.5171920999418944]","","",NA,NA,28,2
"mistake","l","No","",NA,NA,1,"[0.766582100186497]","","",NA,NA,28,2
"education","l","No","",NA,NA,1,"[1.0837764998432249]","","",NA,NA,28,2
"mistake","d","HIT","",NA,NA,1,"[0.7336734000127763]","","",NA,NA,28,2
"trumpet","l","No","",NA,NA,1,"[0.7831498999148607]","","",NA,NA,28,2
"bar","l","No","",NA,NA,1,"[0.7337867000605911]","","",NA,NA,28,2
"violin","l","No","",NA,NA,1,"[0.6676332999486476]","","",NA,NA,28,2
"bar","d","HIT","",NA,NA,1,"[0.6338909000623971]","","",NA,NA,28,2
"tree","l","No","",NA,NA,1,"[0.8339459002017975]","","",NA,NA,28,2
"storm","l","No","",NA,NA,1,"[1.23385399999097]","","",NA,NA,28,2
"tree","d","HIT","",NA,NA,1,"[1.00085230008699]","","",NA,NA,28,2
"news","l","No","",NA,NA,1,"[0.8838968998752534]","","",NA,NA,28,2
"air","l","No","",NA,NA,1,"[0.7003788000438362]","","",NA,NA,28,2
"news","d","HIT","",NA,NA,1,"[0.5338564999401569]","","",NA,NA,28,2
"dirty","l","No","",NA,NA,1,"[0.6341140000149608]","","",NA,NA,28,2
"umbrella","l","No","",NA,NA,1,"[0.750921200029552]","","",NA,NA,28,2
"dirty","d","HIT","",NA,NA,1,"[0.7671714001335204]","","",NA,NA,28,2
"manner","l","No","",NA,NA,1,"[0.767217299900949]","","",NA,NA,28,2
"crisis","l","No","",NA,NA,1,"[0.7841205999720842]","","",NA,NA,28,2
"manner","d","HIT","",NA,NA,1,"[0.8003344999160618]","","",NA,NA,28,2
"","","","detail",NA,NA,NA,"","","",NA,NA,28,2
"","","","circle",NA,NA,NA,"","","",NA,NA,28,2
"","","","village",NA,NA,NA,"","","",NA,NA,28,2
"","","","detail",NA,NA,NA,"","","",NA,NA,28,2
"","","","circle",NA,NA,NA,"","","",NA,NA,28,2
"","","","village",NA,NA,NA,"","","",NA,NA,28,2
"","","","",18,63,NA,"","","",NA,NA,28,2
"","","","",32,85,NA,"","","",NA,NA,28,2
"finger","l","No","",NA,NA,NA,"","[0.9873520000837743]","['l']",1,NA,28,2
"person","l","No","",NA,NA,NA,"","[1.1003626000601798]","['l']",1,NA,28,2
"barrel","l","No ","",NA,NA,NA,"","[1.2503754999488592]","['l']",1,NA,28,2
"person","d","HIT","",NA,NA,NA,"","[0.7340879999101162]","['d']",1,NA,28,2
"window","l","No","",NA,NA,NA,"","[0.8339276998303831]","['l']",1,NA,28,2
"capable","l","No ","",NA,NA,NA,"","[0.8009373999666423]","['l']",1,NA,28,2
"window","d","HIT","",NA,NA,NA,"","[0.6340910999570042]","['d']",1,NA,28,2
"answer","l","No ","",NA,NA,NA,"","[0.8338483998086303]","['l']",1,NA,28,2
"horse","l","No","",NA,NA,NA,"","[1.0672752999234945]","['l']",1,NA,28,2
"answer","d","HIT","",NA,NA,NA,"","[0.7675057000014931]","['d']",1,NA,28,2
"smooth","l","No ","",NA,NA,NA,"","[0.8174596999306232]","['l']",1,NA,28,2
"employment","l","No ","",NA,NA,NA,"","[0.7342346999794245]","['l']",1,NA,28,2
"smooth","d","HIT","",NA,NA,NA,"","[0.9007796000223607]","['d']",1,NA,28,2
"detail","h","PM cue","",NA,NA,NA,"","[1.450409400044009]","['h']",1,NA,28,2
"radio","l","No ","",NA,NA,NA,"","[0.9336248999461532]","['l']",1,NA,28,2
"finger","l","No ","",NA,NA,NA,"","[1.1339879999868572]","['l']",1,NA,28,2
