"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","","None",80,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"city","l","No","","",NA,NA,"","","",NA,NA,9,1
"lion","l","No","","",NA,NA,"","","",NA,NA,9,1
"arm","l","No","","",NA,NA,"","","",NA,NA,9,1
"lion","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"black","l","No","","",NA,NA,"","","",NA,NA,9,1
"statue","l","No","","",NA,NA,"","","",NA,NA,9,1
"black","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"field","l","No","","",NA,NA,"","","",NA,NA,9,1
"arm","l","No","","",NA,NA,"","","",NA,NA,9,1
"field","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"excuse","l","No","","",NA,NA,"","","",NA,NA,9,1
"statue","l","No","","",NA,NA,"","","",NA,NA,9,1
"excuse","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"woman","l","No","","",NA,NA,"","","",NA,NA,9,1
"city","l","No","","",NA,NA,"","","",NA,NA,9,1
"woman","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"city","l","No","","",NA,NA,"","","",NA,NA,9,1
"lion","l","No","","",NA,NA,"","","",NA,NA,9,1
"arm","l","No","","",NA,NA,"","","",NA,NA,9,1
"lion","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"black","l","No","","",NA,NA,"","","",NA,NA,9,1
"statue","l","No","","",NA,NA,"","","",NA,NA,9,1
"black","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"field","l","No","","",NA,NA,"","","",NA,NA,9,1
"arm","l","No","","",NA,NA,"","","",NA,NA,9,1
"field","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"excuse","l","No","","",NA,NA,"","","",NA,NA,9,1
"statue","l","No","","",NA,NA,"","","",NA,NA,9,1
"excuse","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"woman","l","No","","",NA,NA,"","","",NA,NA,9,1
"city","l","No","","",NA,NA,"","","",NA,NA,9,1
"woman","d","HIT","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"","","","","",NA,NA,"","","",NA,NA,9,1
"plane","l","No","","",NA,1,"[0.9256159999931697]","","",NA,NA,9,1
"body","l","No","","",NA,1,"[0.6001791000016965]","","",NA,NA,9,1
"plane","d","HIT","","",NA,1,"[0.8002011000062339]","","",NA,NA,9,1
"alien","l","No","","",NA,1,"[0.7003448000032222]","","",NA,NA,9,1
"dark","l","No","","",NA,1,"[0.8340538000047673]","","",NA,NA,9,1
"alien","d","HIT","","",NA,1,"[0.6005283999984385]","","",NA,NA,9,1
"clothing","l","No","","",NA,1,"[0.8000622999970801]","","",NA,NA,9,1
"serious","l","No","","",NA,1,"[0.7336943999980576]","","",NA,NA,9,1
"clothing","d","HIT","","",NA,1,"[0.5173349999968195]","","",NA,NA,9,1
"stomach","l","No","","",NA,1,"[0.7673725999920862]","","",NA,NA,9,1
"modest","l","No","","",NA,1,"[1.1670177000050899]","","",NA,NA,9,1
"stomach","d","HIT","","",NA,1,"[0.8007066999998642]","","",NA,NA,9,1
"wonder","l","No","","",NA,1,"[0.8507452999911038]","","",NA,NA,9,1
"body","l","No","","",NA,1,"[0.700503200001549]","","",NA,NA,9,1
"wonder","d","HIT","","",NA,1,"[0.9498988999985158]","","",NA,NA,9,1
"item","l","No","","",NA,1,"[0.8337693000066793]","","",NA,NA,9,1
"column","l","No","","",NA,1,"[0.8009065000078408]","","",NA,NA,9,1
"pencil","l","No","","",NA,1,"[0.8670864999876358]","","",NA,NA,9,1
"trust","l","No","","",NA,1,"[0.7504860000044573]","","",NA,NA,9,1
"item","l","No","","",NA,0,"[1.3003689000033773]","","",NA,NA,9,1
"trust","d","HIT","","",NA,1,"[1.6506912999902852]","","",NA,NA,9,1
"bathroom","l","No","","",NA,1,"[0.9508282000024337]","","",NA,NA,9,1
"honey","l","No","","",NA,1,"[1.066988799997489]","","",NA,NA,9,1
"bathroom","d","HIT","","",NA,1,"[0.6343015000020387]","","",NA,NA,9,1
"modest","l","No","","",NA,1,"[1.0004750000080094]","","",NA,NA,9,1
"cottage","l","No","","",NA,1,"[0.8006037000013748]","","",NA,NA,9,1
"dark","l","No","","",NA,1,"[0.9169971000083024]","","",NA,NA,9,1
"cottage","d","HIT","","",NA,1,"[1.0840006999933394]","","",NA,NA,9,1
"legend","l","No","","",NA,1,"[0.6174320000136504]","","",NA,NA,9,1
"serious","l","No","","",NA,1,"[0.8672445000120206]","","",NA,NA,9,1
"legend","d","HIT","","",NA,1,"[0.9166982000024291]","","",NA,NA,9,1
