"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","",30,41,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"ship","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"hard","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"ship","d","HIT","",NA,NA,NA,"","","",NA,NA,123,2
"board","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"danger","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"board","d","HIT","",NA,NA,NA,"","","",NA,NA,123,2
"flower","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"hard","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"flower","d","HIT","",NA,NA,NA,"","","",NA,NA,123,2
"computer","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"museum","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"computer","d","HIT","",NA,NA,NA,"","","",NA,NA,123,2
"art","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"museum","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"art","d","HIT","",NA,NA,NA,"","","",NA,NA,123,2
"danger","l","No","",NA,NA,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"","","","",NA,NA,NA,"","","",NA,NA,123,2
"storm","l","No","",NA,NA,1,"[1.1094677999935811]","","",NA,NA,123,2
"glass","l","No","",NA,NA,1,"[0.6172168999910355]","","",NA,NA,123,2
"umbrella","l","No","",NA,NA,1,"[0.7007636000053026]","","",NA,NA,123,2
"glass","d","HIT","",NA,NA,1,"[0.48381429999426473]","","",NA,NA,123,2
"farm","l","No","",NA,NA,1,"[0.6172602000006009]","","",NA,NA,123,2
"air","l","No","",NA,NA,1,"[0.6338778999925125]","","",NA,NA,123,2
"farm","d","HIT","",NA,NA,1,"[0.667213199994876]","","",NA,NA,123,2
"white","l","No","",NA,NA,1,"[0.7512609999976121]","","",NA,NA,123,2
"rough","l","No","",NA,NA,1,"[0.6840587999904528]","","",NA,NA,123,2
"white","d","HIT","",NA,NA,1,"[0.7674363999976777]","","",NA,NA,123,2
"passage","l","No","",NA,NA,1,"[0.7006034000078216]","","",NA,NA,123,2
"education","l","No","",NA,NA,1,"[0.6509743999922648]","","",NA,NA,123,2
"passage","d","HIT","",NA,NA,1,"[0.6838277000060771]","","",NA,NA,123,2
"clock","l","No","",NA,NA,1,"[0.583677999995416]","","",NA,NA,123,2
"rough","l","No","",NA,NA,1,"[0.6501944999909028]","","",NA,NA,123,2
"clock","d","HIT","",NA,NA,1,"[0.7340797999931965]","","",NA,NA,123,2
"trumpet","l","No","",NA,NA,1,"[0.7838687000039499]","","",NA,NA,123,2
"violin","l","No","",NA,NA,1,"[0.7339922999963164]","","",NA,NA,123,2
"ankle","l","No","",NA,NA,1,"[0.7006116999982623]","","",NA,NA,123,2
"crisis","l","No","",NA,NA,1,"[0.6337667000043439]","","",NA,NA,123,2
"ankle","d","HIT","",NA,NA,1,"[0.7005936000059592]","","",NA,NA,123,2
"mistake","l","No","",NA,NA,1,"[0.6671821000054479]","","",NA,NA,123,2
"education","l","No","",NA,NA,1,"[0.8504989000066416]","","",NA,NA,123,2
"mistake","d","HIT","",NA,NA,1,"[0.6172469000011915]","","",NA,NA,123,2
"trumpet","l","No","",NA,NA,1,"[1.5504005000111647]","","",NA,NA,123,2
"bar","l","No","",NA,NA,1,"[0.834038100001635]","","",NA,NA,123,2
"violin","l","No","",NA,NA,1,"[1.1173880999995163]","","",NA,NA,123,2
"bar","d","HIT","",NA,NA,1,"[0.7843073000112781]","","",NA,NA,123,2
"tree","l","No","",NA,NA,1,"[0.6834836000052746]","","",NA,NA,123,2
"storm","l","No","",NA,NA,1,"[1.2345172000059392]","","",NA,NA,123,2
"tree","d","HIT","",NA,NA,1,"[0.5504051999887452]","","",NA,NA,123,2
"news","l","No","",NA,NA,1,"[0.6671952000033343]","","",NA,NA,123,2
"air","l","No","",NA,NA,1,"[0.8835416000074474]","","",NA,NA,123,2
"news","d","HIT","",NA,NA,1,"[0.8011344999977155]","","",NA,NA,123,2
"dirty","l","No","",NA,NA,1,"[0.6500407999992603]","","",NA,NA,123,2
"umbrella","l","No","",NA,NA,1,"[0.7840821999998298]","","",NA,NA,123,2
"dirty","d","HIT","",NA,NA,1,"[0.7174125000019558]","","",NA,NA,123,2
"manner","l","No","",NA,NA,1,"[0.6337760000023991]","","",NA,NA,123,2
"crisis","l","No","",NA,NA,1,"[0.8171899000008125]","","",NA,NA,123,2
"manner","d","HIT","",NA,NA,1,"[0.7339113000052748]","","",NA,NA,123,2
"","","","village",NA,NA,NA,"","","",NA,NA,123,2
"","","","circle",NA,NA,NA,"","","",NA,NA,123,2
"","","","detail",NA,NA,NA,"","","",NA,NA,123,2
"","","","circle",NA,NA,NA,"","","",NA,NA,123,2
"","","","detail",NA,NA,NA,"","","",NA,NA,123,2
"","","","village",NA,NA,NA,"","","",NA,NA,123,2
"","","","",31,33,NA,"","","",NA,NA,123,2
"","","","",36,53,NA,"","","",NA,NA,123,2
"finger","l","No","",NA,NA,NA,"","[1.1090353000035975]","['l']",1,NA,123,2
"person","l","No","",NA,NA,NA,"","[0.684036799997557]","['l']",1,NA,123,2
"barrel","l","No ","",NA,NA,NA,"","[0.7004586999973981]","['l']",1,NA,123,2
"person","d","HIT","",NA,NA,NA,"","[1.3503753999975743]","['l']",0,NA,123,2
"window","l","No","",NA,NA,NA,"","[1.234123100002762]","['l']",1,NA,123,2
"capable","l","No ","",NA,NA,NA,"","[1.0339135999965947]","['l']",1,NA,123,2
"window","d","HIT","",NA,NA,NA,"","[1.0170358000032138]","['d']",1,NA,123,2
"answer","l","No ","",NA,NA,NA,"","[1.1501837999967393]","['l']",1,NA,123,2
"horse","l","No","",NA,NA,NA,"","[1.7833491999917896]","['l']",1,NA,123,2
"answer","d","HIT","",NA,NA,NA,"","[1.150475300004473]","['d']",1,NA,123,2
"smooth","l","No ","",NA,NA,NA,"","[1.9503296999901067]","['l']",1,NA,123,2
"employment","l","No ","",NA,NA,NA,"","[1.4007561999897007]","['l']",1,NA,123,2
"smooth","d","HIT","",NA,NA,NA,"","[1.2502837999927578]","['d']",1,NA,123,2
"detail","h","PM cue","",NA,NA,NA,"","[1.9335896999982651]","['h']",1,NA,123,2
"radio","l","No ","",NA,NA,NA,"","[0.8837269000068773]","['l']",1,NA,123,2
"finger","l","No ","",NA,NA,NA,"","[1.4170063999918057]","['l']",1,NA,123,2
"radio","d","HIT","",NA,NA,NA,"","[1.1669747999985702]","['d']",1,NA,123,2
"grass","l","No ","",NA,NA,NA,"","[0.7170687000034377]","['l']",1,NA,123,2
"broken","l","No ","",NA,NA,NA,"","[1.367452599995886]","['l']",1,NA,123,2
"grass","d","HIT","",NA,NA,NA,"","[0.5175377999985358]","['d']",1,NA,123,2
"table","l","No ","",NA,NA,NA,"","[1.2003650000115158]","['l']",1,NA,123,2
"rifle","l","No ","",NA,NA,NA,"","[0.8671178999939002]","['l']",1,NA,123,2
"table","d","HIT","",NA,NA,NA,"","[1.7337693000008585]","['d']",1,NA,123,2
"alert","l","No ","",NA,NA,NA,"","[0.683664600001066]","['l']",1,NA,123,2
"village","h","PM cue","",NA,NA,NA,"","[1.7006841999973403]","['h']",1,NA,123,2
"favour","l","No ","",NA,NA,NA,"","[0.7001730999909341]","['l']",1,NA,123,2
"barrel","l","No ","",NA,NA,NA,"","[1.3006343999877572]","['l']",1,NA,123,2
"favour","d","HIT","",NA,NA,NA,"","[1.4339764999895124]","['d']",1,NA,123,2
"material","l","No ","",NA,NA,NA,"","[1.083819899999071]","['l']",1,NA,123,2
"employment","l","No ","",NA,NA,NA,"","[1.8165920000028564]","['l']",1,NA,123,2
"material","d","HIT","",NA,NA,NA,"","[]","None",0,NA,123,2
"hospital","l","No ","",NA,NA,NA,"","[1.016780399993877]","['l']",1,NA,123,2
"colour","l","No","",NA,NA,NA,"","[1.2343324999965262]","['l']",1,NA,123,2
"hospital","d","HIT","",NA,NA,NA,"","[0.9671550000057323]","['d']",1,NA,123,2
"circle","h","PM cue","",NA,NA,NA,"","[1.8503903000091668]","['l']",0,NA,123,2
"confused","l","No ","",NA,NA,NA,"","[1.766697099999874]","['l']",1,NA,123,2
"highway","l","No ","",NA,NA,NA,"","[1.1669123999890871]","['l']",1,NA,123,2
"confused","d","HIT","",NA,NA,NA,"","[0.7671650999982376]","['d']",1,NA,123,2
"iron","l","No ","",NA,NA,NA,"","[0.7174224000045797]","['l']",1,NA,123,2
"slow","l","No","",NA,NA,NA,"","[0.9336903000075836]","['l']",1,NA,123,2
"iron","d","HIT","",NA,NA,NA,"","[0.4502224999887403]","['d']",1,NA,123,2
"dinner","l","No ","",NA,NA,NA,"","[0.6671657000115374]","['l']",1,NA,123,2
"seat","l","No ","",NA,NA,NA,"","[0.7337771000020439]","['l']",1,NA,123,2
"dinner","d","HIT","",NA,NA,NA,"","[0.7673862999945413]","['d']",1,NA,123,2
"month","l","No ","",NA,NA,NA,"","[1.0672478999913437]","['l']",1,NA,123,2
"capable","l","No ","",NA,NA,NA,"","[1.3174014999967767]","['l']",1,NA,123,2
"month","d","HIT","",NA,NA,NA,"","[0.8174575000011828]","['d']",1,NA,123,2
"engine","l","No ","",NA,NA,NA,"","[0.8840403999929549]","['l']",1,NA,123,2
"rifle","l","No ","",NA,NA,NA,"","[1.6840570000058506]","['l']",1,NA,123,2
"engine","d","HIT","",NA,NA,NA,"","[0.4505744999914896]","['l']",0,NA,123,2
"detail","h","PM cue","",NA,NA,NA,"","[1.7502436000067974]","['h']",1,NA,123,2
"orchestra","l","No ","",NA,NA,NA,"","[0.8503907999984222]","['l']",1,NA,123,2
"highway","l","No ","",NA,NA,NA,"","[1.3506822000053944]","['l']",1,NA,123,2
"orchestra","d","HIT","",NA,NA,NA,"","[0.500643499995931]","['d']",1,NA,123,2
"building","l","No ","",NA,NA,NA,"","[2.8005605000071228]","['h']",0,NA,123,2
"sugar","l","No","",NA,NA,NA,"","[1.13362939999206]","['l']",1,NA,123,2
"building","d","HIT","",NA,NA,NA,"","[1.2004699999961304]","['d']",1,NA,123,2
"lake","l","No ","",NA,NA,NA,"","[1.7669736000098055]","['l']",1,NA,123,2
