"word","corrAnsw","trial_type","cues","slider_mood.response","slider_arousal.response","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_PM.rt","key_resp_PM.keys","key_resp_PM.corr","key_resp_recognition.corr","participant","session"
"","","","",79,71,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"lion","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"lion","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"black","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"black","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"field","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"arm","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"field","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"excuse","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"statue","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"excuse","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"woman","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"city","l","No","",NA,NA,NA,"","","",NA,NA,39,1
"woman","d","HIT","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"","","","",NA,NA,NA,"","","",NA,NA,39,1
"plane","l","No","",NA,NA,1,"[1.1483722000266425]","","",NA,NA,39,1
"body","l","No","",NA,NA,1,"[1.533249700034503]","","",NA,NA,39,1
"plane","d","HIT","",NA,NA,1,"[0.7173149000154808]","","",NA,NA,39,1
"alien","l","No","",NA,NA,1,"[1.0508994999690913]","","",NA,NA,39,1
"dark","l","No","",NA,NA,1,"[0.7670868000132032]","","",NA,NA,39,1
"alien","d","HIT","",NA,NA,1,"[0.7169840999995358]","","",NA,NA,39,1
"clothing","l","No","",NA,NA,1,"[0.9339196000364609]","","",NA,NA,39,1
"serious","l","No","",NA,NA,1,"[0.8508766000159085]","","",NA,NA,39,1
"clothing","d","HIT","",NA,NA,1,"[0.8172620999976061]","","",NA,NA,39,1
"stomach","l","No","",NA,NA,1,"[0.9503810000023805]","","",NA,NA,39,1
"modest","l","No","",NA,NA,1,"[0.7341447999933735]","","",NA,NA,39,1
"stomach","d","HIT","",NA,NA,1,"[1.0675313000101596]","","",NA,NA,39,1
"wonder","l","No","",NA,NA,1,"[1.2336229999782518]","","",NA,NA,39,1
"body","l","No","",NA,NA,0,"[1.300872599997092]","","",NA,NA,39,1
"wonder","d","HIT","",NA,NA,1,"[1.4007138999877498]","","",NA,NA,39,1
"item","l","No","",NA,NA,1,"[0.6666774000041187]","","",NA,NA,39,1
"column","l","No","",NA,NA,1,"[0.6339453000109643]","","",NA,NA,39,1
"pencil","l","No","",NA,NA,1,"[0.8337303000153042]","","",NA,NA,39,1
"trust","l","No","",NA,NA,1,"[0.9837580000166781]","","",NA,NA,39,1
"item","l","No","",NA,NA,0,"[0.9004185000085272]","","",NA,NA,39,1
"trust","d","HIT","",NA,NA,1,"[1.3837335999705829]","","",NA,NA,39,1
"bathroom","l","No","",NA,NA,1,"[0.5671707000001334]","","",NA,NA,39,1
"honey","l","No","",NA,NA,1,"[0.5503554999595508]","","",NA,NA,39,1
"bathroom","d","HIT","",NA,NA,1,"[0.967020699987188]","","",NA,NA,39,1
"modest","l","No","",NA,NA,0,"[2.0495388999697752]","","",NA,NA,39,1
"cottage","l","No","",NA,NA,1,"[0.6341577999992296]","","",NA,NA,39,1
"dark","l","No","",NA,NA,1,"[0.8840996999642812]","","",NA,NA,39,1
